NMI,Date,Time,kWh,kVArh,kW,kVA,PF,Peak_kWh,Off_Peak_kWh,DateNumber
SAAAAAC089,30/03/2017,8:00:00 PM,35.1,11.68,70.2,73.99,0.94,35.1,,20170330
SAAAAAC089,30/03/2017,8:30:00 PM,36.41,13.42,72.83,77.62,0.93,36.41,,20170330
SAAAAAC089,30/03/2017,9:00:00 PM,33.66,12.51,67.32,71.82,0.93,33.66,,20170330
SAAAAAC089,30/03/2017,9:30:00 PM,31.05,12.01,62.11,66.59,0.93,,31.05,20170330
SAAAAAC089,30/03/2017,10:00:00 PM,25.76,10.67,51.53,55.78,0.92,,25.76,20170330
SAAAAAC089,30/03/2017,10:30:00 PM,27.36,11.48,54.72,59.34,0.92,,27.36,20170330
SAAAAAC089,30/03/2017,11:00:00 PM,24.18,10.6,48.36,52.81,0.91,,24.18,20170330
SAAAAAC089,30/03/2017,11:30:00 PM,19.48,9.74,38.97,43.57,0.89,,19.48,20170330
SAAAAAC089,31/03/2017,12:00:00 AM,16.14,8.88,32.28,36.85,0.87,,16.14,20170331
SAAAAAC089,31/03/2017,12:30:00 AM,12.43,4.84,24.86,26.67,0.93,,12.43,20170331
SAAAAAC089,31/03/2017,1:00:00 AM,13.13,5.38,26.27,28.39,0.92,,13.13,20170331
SAAAAAC089,31/03/2017,1:30:00 AM,12.81,4.89,25.63,27.43,0.93,,12.81,20170331
SAAAAAC089,31/03/2017,2:00:00 AM,14.32,7,28.65,31.89,0.89,,14.32,20170331
SAAAAAC089,31/03/2017,2:30:00 AM,12.37,4.83,24.75,26.57,0.93,,12.37,20170331
SAAAAAC089,31/03/2017,3:00:00 AM,13.05,5.39,26.11,28.24,0.92,,13.05,20170331
SAAAAAC089,31/03/2017,3:30:00 AM,14.04,6.32,28.09,30.81,0.91,,14.04,20170331
SAAAAAC089,31/03/2017,4:00:00 AM,13.23,5.23,26.46,28.45,0.92,,13.23,20170331
SAAAAAC089,31/03/2017,4:30:00 AM,13.98,5.97,27.96,30.41,0.91,,13.98,20170331
SAAAAAC089,31/03/2017,5:00:00 AM,15.46,5.24,30.92,32.65,0.94,,15.46,20170331
SAAAAAC089,31/03/2017,5:30:00 AM,16.67,5.6,33.34,35.17,0.94,,16.67,20170331
SAAAAAC089,31/03/2017,6:00:00 AM,16.55,5.62,33.1,34.96,0.94,,16.55,20170331
SAAAAAC089,31/03/2017,6:30:00 AM,12.88,1.66,25.76,25.97,0.99,,12.88,20170331
SAAAAAC089,31/03/2017,7:00:00 AM,12.49,1.8,24.99,25.25,0.98,,12.49,20170331
SAAAAAC089,31/03/2017,7:30:00 AM,17.57,4.05,35.15,36.07,0.97,17.57,,20170331
SAAAAAC089,31/03/2017,8:00:00 AM,18.24,6.72,36.49,38.89,0.93,18.24,,20170331
SAAAAAC089,31/03/2017,8:30:00 AM,22.63,6.4,45.27,47.05,0.96,22.63,,20170331
SAAAAAC089,31/03/2017,9:00:00 AM,21.23,5.09,42.46,43.66,0.97,21.23,,20170331
SAAAAAC089,31/03/2017,9:30:00 AM,22.7,5.23,45.4,46.59,0.97,22.7,,20170331
SAAAAAC089,31/03/2017,10:00:00 AM,25.98,8.67,51.96,54.78,0.94,25.98,,20170331
SAAAAAC089,31/03/2017,10:30:00 AM,29.4,9.24,58.81,61.64,0.95,29.4,,20170331
SAAAAAC089,31/03/2017,11:00:00 AM,27.21,9.12,54.43,57.41,0.94,27.21,,20170331
SAAAAAC089,31/03/2017,11:30:00 AM,26.68,9.44,53.36,56.6,0.94,26.68,,20170331
SAAAAAC089,31/03/2017,12:00:00 PM,30.39,10.28,60.78,64.16,0.94,30.39,,20170331
SAAAAAC089,31/03/2017,12:30:00 PM,32,12.3,64.01,68.58,0.93,32,,20170331
SAAAAAC089,31/03/2017,1:00:00 PM,34.11,15.31,68.22,74.78,0.91,34.11,,20170331
SAAAAAC089,31/03/2017,1:30:00 PM,34.73,14.96,69.47,75.64,0.91,34.73,,20170331
SAAAAAC089,31/03/2017,2:00:00 PM,31.17,14.83,62.35,69.04,0.9,31.17,,20170331
SAAAAAC089,31/03/2017,2:30:00 PM,28.23,14.08,56.46,63.09,0.89,28.23,,20170331
SAAAAAC089,31/03/2017,3:00:00 PM,28.04,13.2,56.09,62,0.9,28.04,,20170331
SAAAAAC089,31/03/2017,3:30:00 PM,29.14,13.33,58.28,64.1,0.9,29.14,,20170331
SAAAAAC089,31/03/2017,4:00:00 PM,30.83,14.1,61.66,67.8,0.9,30.83,,20170331
SAAAAAC089,31/03/2017,4:30:00 PM,29.72,14.04,59.44,65.73,0.9,29.72,,20170331
SAAAAAC089,31/03/2017,5:00:00 PM,32.03,13.95,64.07,69.89,0.91,32.03,,20170331
SAAAAAC089,31/03/2017,5:30:00 PM,34.85,14.79,69.71,75.72,0.92,34.85,,20170331
SAAAAAC089,31/03/2017,6:00:00 PM,34.53,13.31,69.07,74.02,0.93,34.53,,20170331
SAAAAAC089,31/03/2017,6:30:00 PM,36.58,13.16,73.16,77.75,0.94,36.58,,20170331
SAAAAAC089,31/03/2017,7:00:00 PM,36.17,13.08,72.35,76.93,0.94,36.17,,20170331
SAAAAAC089,31/03/2017,7:30:00 PM,36.83,13.45,73.67,78.43,0.93,36.83,,20170331
SAAAAAC089,31/03/2017,8:00:00 PM,39.73,14.44,79.47,84.56,0.93,39.73,,20170331
SAAAAAC089,31/03/2017,8:30:00 PM,37.16,12.58,74.33,78.47,0.94,37.16,,20170331
SAAAAAC089,31/03/2017,9:00:00 PM,35.34,13.97,70.68,76.01,0.92,35.34,,20170331
SAAAAAC089,31/03/2017,9:30:00 PM,33.67,13.5,67.34,72.55,0.92,,33.67,20170331
SAAAAAC089,31/03/2017,10:00:00 PM,31.24,11.19,62.49,66.38,0.94,,31.24,20170331
SAAAAAC089,31/03/2017,10:30:00 PM,28.56,11.61,57.13,61.67,0.92,,28.56,20170331
SAAAAAC089,31/03/2017,11:00:00 PM,27.03,12.54,54.06,59.59,0.9,,27.03,20170331
SAAAAAC089,31/03/2017,11:30:00 PM,23.84,9.35,47.68,51.21,0.93,,23.84,20170331
SAAAAAC089,1/4/2017,12:00:00 AM,14.72,6.3,29.44,32.02,0.91,,14.72,20170401
SAAAAAC089,1/4/2017,12:30:00 AM,14.67,6.88,29.34,32.41,0.9,,14.67,20170401
SAAAAAC089,1/4/2017,1:00:00 AM,13.44,5.96,26.89,29.42,0.91,,13.44,20170401
SAAAAAC089,1/4/2017,1:30:00 AM,12.54,4.88,25.08,26.92,0.93,,12.54,20170401
SAAAAAC089,1/4/2017,2:00:00 AM,13.61,6.03,27.23,29.78,0.91,,13.61,20170401
SAAAAAC089,1/4/2017,2:30:00 AM,13.1,5.57,26.2,28.48,0.92,,13.1,20170401
SAAAAAC089,1/4/2017,3:00:00 AM,12.64,5.12,25.29,27.28,0.92,,12.64,20170401
SAAAAAC089,1/4/2017,3:30:00 AM,14.06,6.23,28.12,30.76,0.91,,14.06,20170401
SAAAAAC089,1/4/2017,4:00:00 AM,11.76,3.77,23.53,24.71,0.95,,11.76,20170401
SAAAAAC089,1/4/2017,4:30:00 AM,13.48,5.25,26.97,28.95,0.93,,13.48,20170401
SAAAAAC089,1/4/2017,5:00:00 AM,17.3,7.1,34.6,37.41,0.92,,17.3,20170401
SAAAAAC089,1/4/2017,5:30:00 AM,16.48,5.32,32.97,34.65,0.95,,16.48,20170401
SAAAAAC089,1/4/2017,6:00:00 AM,15.6,4.11,31.21,32.28,0.96,,15.6,20170401
SAAAAAC089,1/4/2017,6:30:00 AM,13.05,2.32,26.11,26.52,0.98,,13.05,20170401
SAAAAAC089,1/4/2017,7:00:00 AM,13.35,2.37,26.7,27.12,0.98,,13.35,20170401
SAAAAAC089,1/4/2017,7:30:00 AM,19,5.28,38.01,39.45,0.96,,19,20170401
SAAAAAC089,1/4/2017,8:00:00 AM,19.27,8.75,38.54,42.33,0.91,,19.27,20170401
SAAAAAC089,1/4/2017,8:30:00 AM,20.83,6.73,41.66,43.78,0.95,,20.83,20170401
SAAAAAC089,1/4/2017,9:00:00 AM,27.4,8.52,54.8,57.39,0.95,,27.4,20170401
SAAAAAC089,1/4/2017,9:30:00 AM,25.54,8.25,51.08,53.68,0.95,,25.54,20170401
SAAAAAC089,1/4/2017,10:00:00 AM,30.12,11.16,60.25,64.25,0.93,,30.12,20170401
SAAAAAC089,1/4/2017,10:30:00 AM,31.36,12.43,62.73,67.48,0.92,,31.36,20170401
SAAAAAC089,1/4/2017,11:00:00 AM,29.24,11.23,58.49,62.66,0.93,,29.24,20170401
SAAAAAC089,1/4/2017,11:30:00 AM,30.71,11.11,61.43,65.33,0.94,,30.71,20170401
SAAAAAC089,1/4/2017,12:00:00 PM,31.5,10.11,63,66.17,0.95,,31.5,20170401
SAAAAAC089,1/4/2017,12:30:00 PM,29.95,11.34,59.9,64.05,0.93,,29.95,20170401
SAAAAAC089,1/4/2017,1:00:00 PM,30.12,12.86,60.25,65.51,0.91,,30.12,20170401
SAAAAAC089,1/4/2017,1:30:00 PM,33.17,14.33,66.35,72.28,0.91,,33.17,20170401
SAAAAAC089,1/4/2017,2:00:00 PM,32.27,13.29,64.54,69.8,0.92,,32.27,20170401
SAAAAAC089,1/4/2017,2:30:00 PM,36.04,16.02,72.09,78.89,0.91,,36.04,20170401
SAAAAAC089,1/4/2017,3:00:00 PM,32.27,15.13,64.54,71.29,0.9,,32.27,20170401
SAAAAAC089,1/4/2017,3:30:00 PM,29.07,11.56,58.15,62.59,0.92,,29.07,20170401
SAAAAAC089,1/4/2017,4:00:00 PM,31.73,12.31,63.47,68.08,0.93,,31.73,20170401
SAAAAAC089,1/4/2017,4:30:00 PM,32.47,11.63,64.95,69,0.94,,32.47,20170401
SAAAAAC089,1/4/2017,5:00:00 PM,35.76,12.72,71.53,75.92,0.94,,35.76,20170401
SAAAAAC089,1/4/2017,5:30:00 PM,37.01,12.15,74.03,77.91,0.95,,37.01,20170401
SAAAAAC089,1/4/2017,6:00:00 PM,41.93,12.17,83.87,87.33,0.96,,41.93,20170401
SAAAAAC089,1/4/2017,6:30:00 PM,39.87,11.07,79.74,82.76,0.96,,39.87,20170401
SAAAAAC089,1/4/2017,7:00:00 PM,43.1,13.72,86.2,90.47,0.95,,43.1,20170401
SAAAAAC089,1/4/2017,7:30:00 PM,46.69,15.68,93.39,98.52,0.94,,46.69,20170401
SAAAAAC089,1/4/2017,8:00:00 PM,45.35,12.54,90.7,94.1,0.96,,45.35,20170401
SAAAAAC089,1/4/2017,8:30:00 PM,38.9,12.25,77.8,81.57,0.95,,38.9,20170401
SAAAAAC089,1/4/2017,9:00:00 PM,41.03,14.32,82.06,86.92,0.94,,41.03,20170401
SAAAAAC089,1/4/2017,9:30:00 PM,39.52,10.64,79.05,81.87,0.96,,39.52,20170401
SAAAAAC089,1/4/2017,10:00:00 PM,38.12,8.93,76.24,78.3,0.97,,38.12,20170401
SAAAAAC089,1/4/2017,10:30:00 PM,36.03,9,72.06,74.27,0.97,,36.03,20170401
SAAAAAC089,1/4/2017,11:00:00 PM,31.36,8.99,62.73,65.26,0.96,,31.36,20170401
SAAAAAC089,1/4/2017,11:30:00 PM,29.5,8.67,59,61.5,0.95,,29.5,20170401
SAAAAAC089,2/4/2017,12:00:00 AM,22.42,7.11,44.84,47.05,0.95,,22.42,20170402
SAAAAAC089,2/4/2017,12:30:00 AM,17.49,6.09,34.99,37.05,0.94,,17.49,20170402
SAAAAAC089,2/4/2017,1:00:00 AM,13.28,4.83,26.57,28.27,0.93,,13.28,20170402
SAAAAAC089,2/4/2017,1:30:00 AM,14.69,6.3,29.39,31.98,0.91,,14.69,20170402
SAAAAAC089,2/4/2017,2:00:00 AM,14.05,6.42,28.1,30.9,0.9,,14.05,20170402
SAAAAAC089,2/4/2017,2:30:00 AM,13.71,5.8,27.43,29.79,0.92,,13.71,20170402
SAAAAAC089,2/4/2017,3:00:00 AM,12.81,4.42,25.63,27.11,0.94,,12.81,20170402
SAAAAAC089,2/4/2017,3:30:00 AM,14.81,6.52,29.63,32.37,0.91,,14.81,20170402
SAAAAAC089,2/4/2017,4:00:00 AM,13.08,5.19,26.16,28.14,0.92,,13.08,20170402
SAAAAAC089,2/4/2017,4:30:00 AM,11.4,4.11,22.81,24.25,0.94,,11.4,20170402
SAAAAAC089,2/4/2017,5:00:00 AM,14.46,4.54,28.92,30.31,0.95,,14.46,20170402
SAAAAAC089,2/4/2017,5:30:00 AM,13.59,2.21,27.18,27.54,0.98,,13.59,20170402
SAAAAAC089,2/4/2017,6:00:00 AM,13.98,2.62,27.96,28.45,0.98,,13.98,20170402
SAAAAAC089,2/4/2017,6:30:00 AM,15.95,5.21,31.9,33.56,0.95,,15.95,20170402
SAAAAAC089,2/4/2017,7:00:00 AM,15.85,5.29,31.71,33.43,0.94,,15.85,20170402
SAAAAAC089,2/4/2017,7:30:00 AM,15.66,5.48,31.32,33.19,0.94,,15.66,20170402
SAAAAAC089,2/4/2017,8:00:00 AM,13.21,5.15,26.43,28.36,0.93,,13.21,20170402
SAAAAAC089,2/4/2017,8:30:00 AM,18.47,6.69,36.94,39.29,0.94,,18.47,20170402
SAAAAAC089,2/4/2017,9:00:00 AM,18.56,6.38,37.13,39.26,0.94,,18.56,20170402
SAAAAAC089,2/4/2017,9:30:00 AM,18.35,5.66,36.7,38.41,0.95,,18.35,20170402
SAAAAAC089,2/4/2017,10:00:00 AM,20.54,8.45,41.08,44.43,0.92,,20.54,20170402
SAAAAAC089,2/4/2017,10:30:00 AM,23.04,8.31,46.08,48.98,0.94,,23.04,20170402
SAAAAAC089,2/4/2017,11:00:00 AM,25.36,9.96,50.73,54.5,0.93,,25.36,20170402
SAAAAAC089,2/4/2017,11:30:00 AM,23.08,10.98,46.17,51.13,0.9,,23.08,20170402
SAAAAAC089,2/4/2017,12:00:00 PM,25.56,11.39,51.13,55.98,0.91,,25.56,20170402
SAAAAAC089,2/4/2017,12:30:00 PM,27.52,10.69,55.05,59.06,0.93,,27.52,20170402
SAAAAAC089,2/4/2017,1:00:00 PM,26.03,9.95,52.06,55.73,0.93,,26.03,20170402
SAAAAAC089,2/4/2017,1:30:00 PM,25.91,11.44,51.82,56.64,0.91,,25.91,20170402
SAAAAAC089,2/4/2017,2:00:00 PM,27.49,11.89,54.99,59.91,0.91,,27.49,20170402
SAAAAAC089,2/4/2017,2:30:00 PM,25.46,10.08,50.92,54.77,0.92,,25.46,20170402
SAAAAAC089,2/4/2017,3:00:00 PM,28.05,11.56,56.11,60.68,0.92,,28.05,20170402
SAAAAAC089,2/4/2017,3:30:00 PM,26.69,10.3,53.39,57.22,0.93,,26.69,20170402
SAAAAAC089,2/4/2017,4:00:00 PM,27.7,10.39,55.4,59.17,0.93,,27.7,20170402
SAAAAAC089,2/4/2017,4:30:00 PM,28.43,10.01,56.86,60.28,0.94,,28.43,20170402
SAAAAAC089,2/4/2017,5:00:00 PM,30.53,9.11,61.07,63.73,0.95,,30.53,20170402
SAAAAAC089,2/4/2017,5:30:00 PM,34.42,11.33,68.84,72.48,0.94,,34.42,20170402
SAAAAAC089,2/4/2017,6:00:00 PM,34.1,12.52,68.2,72.66,0.93,,34.1,20170402
SAAAAAC089,2/4/2017,6:30:00 PM,39.93,14.87,79.87,85.23,0.93,,39.93,20170402
SAAAAAC089,2/4/2017,7:00:00 PM,35.94,13.76,71.88,76.98,0.93,,35.94,20170402
SAAAAAC089,2/4/2017,7:30:00 PM,34.41,11.5,68.83,72.57,0.94,,34.41,20170402
SAAAAAC089,2/4/2017,8:00:00 PM,34.22,14.08,68.44,74.02,0.92,,34.22,20170402
SAAAAAC089,2/4/2017,8:30:00 PM,31.26,13.09,62.52,67.79,0.92,,31.26,20170402
SAAAAAC089,2/4/2017,9:00:00 PM,25.86,11.39,51.72,56.52,0.91,,25.86,20170402
SAAAAAC089,2/4/2017,9:30:00 PM,30.42,12.75,60.84,65.97,0.92,,30.42,20170402
SAAAAAC089,2/4/2017,10:00:00 PM,20.48,7.1,40.97,43.36,0.94,,20.48,20170402
SAAAAAC089,2/4/2017,10:30:00 PM,15.59,5.51,31.18,33.07,0.94,,15.59,20170402
SAAAAAC089,2/4/2017,11:00:00 PM,14.66,6.22,29.32,31.86,0.92,,14.66,20170402
SAAAAAC089,2/4/2017,11:30:00 PM,12.76,5.21,25.53,27.58,0.92,,12.76,20170402
SAAAAAC089,3/4/2017,12:00:00 AM,12.22,4.72,24.44,26.2,0.93,,12.22,20170403
SAAAAAC089,3/4/2017,12:30:00 AM,13.28,5.2,26.57,28.54,0.93,,13.28,20170403
SAAAAAC089,3/4/2017,1:00:00 AM,13.43,5.46,26.86,29,0.92,,13.43,20170403
SAAAAAC089,3/4/2017,1:30:00 AM,12.85,4.76,25.71,27.41,0.93,,12.85,20170403
SAAAAAC089,3/4/2017,2:00:00 AM,14.47,6.61,28.94,31.82,0.9,,14.47,20170403
SAAAAAC089,3/4/2017,2:30:00 AM,13.27,5.42,26.55,28.68,0.92,,13.27,20170403
SAAAAAC089,3/4/2017,3:00:00 AM,13.18,5.21,26.36,28.35,0.92,,13.18,20170403
SAAAAAC089,3/4/2017,3:30:00 AM,14.28,6.52,28.56,31.4,0.9,,14.28,20170403
SAAAAAC089,3/4/2017,4:00:00 AM,13.11,4.34,26.22,27.62,0.94,,13.11,20170403
SAAAAAC089,3/4/2017,4:30:00 AM,15.13,6.68,30.27,33.09,0.91,,15.13,20170403
SAAAAAC089,3/4/2017,5:00:00 AM,13.75,5.67,27.5,29.75,0.92,,13.75,20170403
SAAAAAC089,3/4/2017,5:30:00 AM,13.11,5.64,26.22,28.55,0.91,,13.11,20170403
SAAAAAC089,3/4/2017,6:00:00 AM,14.38,4.2,28.76,29.97,0.95,,14.38,20170403
SAAAAAC089,3/4/2017,6:30:00 AM,14.17,3.12,28.35,29.03,0.97,,14.17,20170403
SAAAAAC089,3/4/2017,7:00:00 AM,12.78,2.11,25.56,25.91,0.98,,12.78,20170403
SAAAAAC089,3/4/2017,7:30:00 AM,15.4,4.55,30.81,32.13,0.95,15.4,,20170403
SAAAAAC089,3/4/2017,8:00:00 AM,15.1,6.26,30.2,32.7,0.92,15.1,,20170403
SAAAAAC089,3/4/2017,8:30:00 AM,12.71,4.24,25.42,26.8,0.94,12.71,,20170403
SAAAAAC089,3/4/2017,9:00:00 AM,15.74,5.09,31.48,33.09,0.95,15.74,,20170403
SAAAAAC089,3/4/2017,9:30:00 AM,17.58,6.22,35.16,37.3,0.94,17.58,,20170403
SAAAAAC089,3/4/2017,10:00:00 AM,21.44,7.96,42.89,45.75,0.93,21.44,,20170403
SAAAAAC089,3/4/2017,10:30:00 AM,27.31,11.06,54.62,58.93,0.92,27.31,,20170403
SAAAAAC089,3/4/2017,11:00:00 AM,25.88,13.22,51.76,58.12,0.89,25.88,,20170403
SAAAAAC089,3/4/2017,11:30:00 AM,22.84,10.74,45.69,50.49,0.9,22.84,,20170403
SAAAAAC089,3/4/2017,12:00:00 PM,23.32,11.61,46.65,52.11,0.89,23.32,,20170403
SAAAAAC089,3/4/2017,12:30:00 PM,25.17,12.7,50.34,56.39,0.89,25.17,,20170403
SAAAAAC089,3/4/2017,1:00:00 PM,26.28,12.61,52.56,58.3,0.9,26.28,,20170403
SAAAAAC089,3/4/2017,1:30:00 PM,25.48,13.03,50.96,57.23,0.89,25.48,,20170403
SAAAAAC089,3/4/2017,2:00:00 PM,23.36,11.1,46.72,51.72,0.9,23.36,,20170403
SAAAAAC089,3/4/2017,2:30:00 PM,25.34,12.57,50.68,56.58,0.89,25.34,,20170403
SAAAAAC089,3/4/2017,3:00:00 PM,25,11.75,50.01,55.26,0.9,25,,20170403
SAAAAAC089,3/4/2017,3:30:00 PM,24.14,10.99,48.28,53.05,0.91,24.14,,20170403
SAAAAAC089,3/4/2017,4:00:00 PM,26.36,12.59,52.73,58.43,0.9,26.36,,20170403
SAAAAAC089,3/4/2017,4:30:00 PM,28.12,13.03,56.25,61.99,0.9,28.12,,20170403
SAAAAAC089,3/4/2017,5:00:00 PM,28.12,12.87,56.25,61.86,0.9,28.12,,20170403
SAAAAAC089,3/4/2017,5:30:00 PM,30.31,12.36,60.63,65.48,0.92,30.31,,20170403
SAAAAAC089,3/4/2017,6:00:00 PM,36.19,13.24,72.38,77.07,0.93,36.19,,20170403
SAAAAAC089,3/4/2017,6:30:00 PM,36.64,12.49,73.28,77.42,0.94,36.64,,20170403
SAAAAAC089,3/4/2017,7:00:00 PM,36.84,13.74,73.68,78.64,0.93,36.84,,20170403
SAAAAAC089,3/4/2017,7:30:00 PM,37.17,14.39,74.35,79.72,0.93,37.17,,20170403
SAAAAAC089,3/4/2017,8:00:00 PM,33.24,10.9,66.49,69.98,0.95,33.24,,20170403
SAAAAAC089,3/4/2017,8:30:00 PM,35.17,12.6,70.35,74.73,0.94,35.17,,20170403
SAAAAAC089,3/4/2017,9:00:00 PM,34.06,13.31,68.12,73.14,0.93,34.06,,20170403
SAAAAAC089,3/4/2017,9:30:00 PM,30.29,12.69,60.59,65.69,0.92,,30.29,20170403
SAAAAAC089,3/4/2017,10:00:00 PM,26.34,12.25,52.68,58.1,0.9,,26.34,20170403
SAAAAAC089,3/4/2017,10:30:00 PM,23.18,7.82,46.36,48.93,0.94,,23.18,20170403
SAAAAAC089,3/4/2017,11:00:00 PM,18.45,7.76,36.91,40.04,0.92,,18.45,20170403
SAAAAAC089,3/4/2017,11:30:00 PM,16.85,5.98,33.71,35.77,0.94,,16.85,20170403
SAAAAAC089,4/4/2017,12:00:00 AM,15.84,7.01,31.68,34.64,0.91,,15.84,20170404
SAAAAAC089,4/4/2017,12:30:00 AM,13.43,5.39,26.86,28.94,0.92,,13.43,20170404
SAAAAAC089,4/4/2017,1:00:00 AM,12.17,4.71,24.35,26.11,0.93,,12.17,20170404
SAAAAAC089,4/4/2017,1:30:00 AM,12.5,5.12,25,27.02,0.92,,12.5,20170404
SAAAAAC089,4/4/2017,2:00:00 AM,14.02,6.49,28.04,30.91,0.9,,14.02,20170404
SAAAAAC089,4/4/2017,2:30:00 AM,12.53,5.06,25.07,27.04,0.92,,12.53,20170404
SAAAAAC089,4/4/2017,3:00:00 AM,12.92,5.4,25.85,28.02,0.92,,12.92,20170404
SAAAAAC089,4/4/2017,3:30:00 AM,13.15,5.41,26.31,28.45,0.92,,13.15,20170404
SAAAAAC089,4/4/2017,4:00:00 AM,11.68,3.69,23.37,24.51,0.95,,11.68,20170404
SAAAAAC089,4/4/2017,4:30:00 AM,14.57,6.33,29.15,31.78,0.91,,14.57,20170404
SAAAAAC089,4/4/2017,5:00:00 AM,13.76,6.21,27.53,30.21,0.91,,13.76,20170404
SAAAAAC089,4/4/2017,5:30:00 AM,12.37,4.37,24.75,26.25,0.94,,12.37,20170404
SAAAAAC089,4/4/2017,6:00:00 AM,13.7,4.4,27.4,28.79,0.95,,13.7,20170404
SAAAAAC089,4/4/2017,6:30:00 AM,12.56,2,25.12,25.43,0.98,,12.56,20170404
SAAAAAC089,4/4/2017,7:00:00 AM,12.77,2.11,25.55,25.89,0.98,,12.77,20170404
SAAAAAC089,4/4/2017,7:30:00 AM,14.32,4.65,28.64,30.11,0.95,14.32,,20170404
SAAAAAC089,4/4/2017,8:00:00 AM,13.66,5.1,27.32,29.17,0.93,13.66,,20170404
SAAAAAC089,4/4/2017,8:30:00 AM,16.42,4.76,32.84,34.19,0.96,16.42,,20170404
SAAAAAC089,4/4/2017,9:00:00 AM,18.4,7.62,36.81,39.84,0.92,18.4,,20170404
SAAAAAC089,4/4/2017,9:30:00 AM,21.78,7.46,43.56,46.05,0.94,21.78,,20170404
SAAAAAC089,4/4/2017,10:00:00 AM,22.54,7.81,45.08,47.72,0.94,22.54,,20170404
SAAAAAC089,4/4/2017,10:30:00 AM,24.85,8.32,49.71,52.42,0.94,24.85,,20170404
SAAAAAC089,4/4/2017,11:00:00 AM,26.21,10.4,52.43,56.41,0.92,26.21,,20170404
SAAAAAC089,4/4/2017,11:30:00 AM,25.46,10,50.92,54.71,0.93,25.46,,20170404
SAAAAAC089,4/4/2017,12:00:00 PM,26.41,11.8,52.83,57.86,0.91,26.41,,20170404
SAAAAAC089,4/4/2017,12:30:00 PM,32.24,16.85,64.49,72.77,0.88,32.24,,20170404
SAAAAAC089,4/4/2017,1:00:00 PM,32.86,17.85,65.72,74.8,0.87,32.86,,20170404
SAAAAAC089,4/4/2017,1:30:00 PM,32.58,17.84,65.16,74.3,0.87,32.58,,20170404
SAAAAAC089,4/4/2017,2:00:00 PM,31.9,16.12,63.8,71.48,0.89,31.9,,20170404
SAAAAAC089,4/4/2017,2:30:00 PM,33.55,15.51,67.1,73.93,0.9,33.55,,20170404
SAAAAAC089,4/4/2017,3:00:00 PM,32.56,16.08,65.13,72.64,0.89,32.56,,20170404
SAAAAAC089,4/4/2017,3:30:00 PM,31,15.11,62.01,68.99,0.89,31,,20170404
SAAAAAC089,4/4/2017,4:00:00 PM,29.11,13.12,58.23,63.87,0.91,29.11,,20170404
SAAAAAC089,4/4/2017,4:30:00 PM,30.96,12.2,61.92,66.55,0.93,30.96,,20170404
SAAAAAC089,4/4/2017,5:00:00 PM,29.51,11.65,59.02,63.46,0.93,29.51,,20170404
SAAAAAC089,4/4/2017,5:30:00 PM,30.76,13.08,61.53,66.86,0.92,30.76,,20170404
SAAAAAC089,4/4/2017,6:00:00 PM,32.54,14.59,65.08,71.33,0.91,32.54,,20170404
SAAAAAC089,4/4/2017,6:30:00 PM,35.68,12.61,71.36,75.68,0.94,35.68,,20170404
SAAAAAC089,4/4/2017,7:00:00 PM,38.95,13.73,77.91,82.61,0.94,38.95,,20170404
SAAAAAC089,4/4/2017,7:30:00 PM,44.3,17.82,88.6,95.5,0.92,44.3,,20170404
SAAAAAC089,4/4/2017,8:00:00 PM,41.24,16.68,82.49,88.99,0.92,41.24,,20170404
SAAAAAC089,4/4/2017,8:30:00 PM,40.44,14.76,80.89,86.11,0.93,40.44,,20170404
SAAAAAC089,4/4/2017,9:00:00 PM,37.34,12.69,74.68,78.88,0.94,37.34,,20170404
SAAAAAC089,4/4/2017,9:30:00 PM,35.03,13.28,70.07,74.94,0.93,,35.03,20170404
SAAAAAC089,4/4/2017,10:00:00 PM,33,12.63,66,70.67,0.93,,33,20170404
SAAAAAC089,4/4/2017,10:30:00 PM,31.51,13.03,63.02,68.2,0.92,,31.51,20170404
SAAAAAC089,4/4/2017,11:00:00 PM,31.89,15.02,63.79,70.51,0.9,,31.89,20170404
SAAAAAC089,4/4/2017,11:30:00 PM,29.4,12.94,58.8,64.24,0.91,,29.4,20170404
SAAAAAC089,5/4/2017,12:00:00 AM,23.62,10.44,47.24,51.65,0.91,,23.62,20170405
SAAAAAC089,5/4/2017,12:30:00 AM,25.25,12.31,50.51,56.19,0.89,,25.25,20170405
SAAAAAC089,5/4/2017,1:00:00 AM,15.96,7.08,31.93,34.93,0.91,,15.96,20170405
SAAAAAC089,5/4/2017,1:30:00 AM,14.92,7.36,29.84,33.27,0.89,,14.92,20170405
SAAAAAC089,5/4/2017,2:00:00 AM,15.31,8.36,30.63,34.91,0.87,,15.31,20170405
SAAAAAC089,5/4/2017,2:30:00 AM,14.13,6.68,28.27,31.27,0.9,,14.13,20170405
SAAAAAC089,5/4/2017,3:00:00 AM,14.16,7.01,28.32,31.6,0.89,,14.16,20170405
SAAAAAC089,5/4/2017,3:30:00 AM,13.91,5.98,27.82,30.28,0.91,,13.91,20170405
SAAAAAC089,5/4/2017,4:00:00 AM,12.6,5.02,25.21,27.14,0.92,,12.6,20170405
SAAAAAC089,5/4/2017,4:30:00 AM,14.38,6.47,28.76,31.54,0.91,,14.38,20170405
SAAAAAC089,5/4/2017,5:00:00 AM,15.46,7.9,30.92,34.73,0.89,,15.46,20170405
