NMI,Date,Time,kWh,kVArh,kW,kVA,PF,Peak_kWh,Off_Peak_kWh,DateNumber
SAAAAAC089,1/7/2016,12:30:00 AM,25.41,10.71,50.83,55.15,0.92,,25.41,20160701
SAAAAAC089,1/7/2016,1:00:00 AM,17.21,8.25,34.43,38.18,0.9,,17.21,20160701
SAAAAAC089,1/7/2016,1:30:00 AM,14.18,6.07,28.36,30.85,0.91,,14.18,20160701
SAAAAAC089,1/7/2016,2:00:00 AM,14.82,6.71,29.64,32.54,0.91,,14.82,20160701
SAAAAAC089,1/7/2016,2:30:00 AM,14.45,6.55,28.91,31.74,0.91,,14.45,20160701
SAAAAAC089,1/7/2016,3:00:00 AM,13.46,5.25,26.92,28.9,0.93,,13.46,20160701
SAAAAAC089,1/7/2016,3:30:00 AM,14.16,5.83,28.33,30.63,0.92,,14.16,20160701
SAAAAAC089,1/7/2016,4:00:00 AM,13.81,5.47,27.63,29.72,0.92,,13.81,20160701
SAAAAAC089,1/7/2016,4:30:00 AM,13.64,5.34,27.29,29.31,0.93,,13.64,20160701
SAAAAAC089,1/7/2016,5:00:00 AM,13.32,5.62,26.64,28.91,0.92,,13.32,20160701
SAAAAAC089,1/7/2016,5:30:00 AM,13.92,5.91,27.84,30.25,0.92,,13.92,20160701
SAAAAAC089,1/7/2016,6:00:00 AM,15.74,5.07,31.48,33.08,0.95,,15.74,20160701
SAAAAAC089,1/7/2016,6:30:00 AM,16.88,3.47,33.77,34.48,0.97,,16.88,20160701
SAAAAAC089,1/7/2016,7:00:00 AM,17.03,3.52,34.06,34.78,0.97,,17.03,20160701
SAAAAAC089,1/7/2016,7:30:00 AM,17.61,3.73,35.23,36.01,0.97,17.61,,20160701
SAAAAAC089,1/7/2016,8:00:00 AM,17.94,5.04,35.88,37.27,0.96,17.94,,20160701
SAAAAAC089,1/7/2016,8:30:00 AM,18.18,5.65,36.36,38.08,0.95,18.18,,20160701
SAAAAAC089,1/7/2016,9:00:00 AM,18.04,3.93,36.08,36.92,0.97,18.04,,20160701
SAAAAAC089,1/7/2016,9:30:00 AM,20.04,5.07,40.08,41.34,0.96,20.04,,20160701
SAAAAAC089,1/7/2016,10:00:00 AM,24.55,6.79,49.1,50.94,0.96,24.55,,20160701
SAAAAAC089,1/7/2016,10:30:00 AM,34.49,11.23,68.99,72.55,0.95,34.49,,20160701
SAAAAAC089,1/7/2016,11:00:00 AM,35.85,12.72,71.71,76.09,0.94,35.85,,20160701
SAAAAAC089,1/7/2016,11:30:00 AM,38.68,14.95,77.37,82.95,0.93,38.68,,20160701
SAAAAAC089,1/7/2016,12:00:00 PM,38.66,14.19,77.32,82.37,0.93,38.66,,20160701
SAAAAAC089,1/7/2016,12:30:00 PM,31.2,10.63,62.4,65.92,0.94,31.2,,20160701
SAAAAAC089,1/7/2016,1:00:00 PM,34.86,11.76,69.72,73.59,0.94,34.86,,20160701
SAAAAAC089,1/7/2016,1:30:00 PM,33.17,10.59,66.35,69.65,0.95,33.17,,20160701
SAAAAAC089,1/7/2016,2:00:00 PM,32.18,9.9,64.36,67.34,0.95,32.18,,20160701
SAAAAAC089,1/7/2016,2:30:00 PM,34.2,8.75,68.41,70.61,0.96,34.2,,20160701
SAAAAAC089,1/7/2016,3:00:00 PM,35.57,9.94,71.15,73.87,0.96,35.57,,20160701
SAAAAAC089,1/7/2016,3:30:00 PM,34.84,10.16,69.68,72.58,0.96,34.84,,20160701
SAAAAAC089,1/7/2016,4:00:00 PM,34.08,11.76,68.16,72.1,0.94,34.08,,20160701
SAAAAAC089,1/7/2016,4:30:00 PM,31.28,9.19,62.57,65.21,0.95,31.28,,20160701
SAAAAAC089,1/7/2016,5:00:00 PM,33.56,7.69,67.13,68.87,0.97,33.56,,20160701
SAAAAAC089,1/7/2016,5:30:00 PM,41.23,10.93,82.46,85.31,0.96,41.23,,20160701
SAAAAAC089,1/7/2016,6:00:00 PM,41.91,13.88,83.82,88.3,0.94,41.91,,20160701
SAAAAAC089,1/7/2016,6:30:00 PM,46.64,14.91,93.28,97.93,0.95,46.64,,20160701
SAAAAAC089,1/7/2016,7:00:00 PM,45.63,14.3,91.26,95.64,0.95,45.63,,20160701
SAAAAAC089,1/7/2016,7:30:00 PM,46.49,14.36,92.99,97.32,0.95,46.49,,20160701
SAAAAAC089,1/7/2016,8:00:00 PM,48.06,15.03,96.12,100.71,0.95,48.06,,20160701
SAAAAAC089,1/7/2016,8:30:00 PM,44.79,11.82,89.58,92.64,0.96,44.79,,20160701
SAAAAAC089,1/7/2016,9:00:00 PM,47.47,14.49,94.94,99.27,0.95,47.47,,20160701
SAAAAAC089,1/7/2016,9:30:00 PM,43.49,13.61,86.99,91.15,0.95,,43.49,20160701
SAAAAAC089,1/7/2016,10:00:00 PM,43.01,12.61,86.03,89.65,0.95,,43.01,20160701
SAAAAAC089,1/7/2016,10:30:00 PM,39.79,10.43,79.58,82.27,0.96,,39.79,20160701
SAAAAAC089,1/7/2016,11:00:00 PM,35.39,11.48,70.78,74.41,0.95,,35.39,20160701
SAAAAAC089,1/7/2016,11:30:00 PM,29.94,9.78,59.88,63,0.95,,29.94,20160701
SAAAAAC089,2/7/2016,12:00:00 AM,28.51,9.57,57.02,60.15,0.94,,28.51,20160702
SAAAAAC089,2/7/2016,12:30:00 AM,24.63,9.99,49.26,53.16,0.92,,24.63,20160702
SAAAAAC089,2/7/2016,1:00:00 AM,17.88,7.72,35.76,38.95,0.91,,17.88,20160702
SAAAAAC089,2/7/2016,1:30:00 AM,15.48,7.47,30.97,34.39,0.9,,15.48,20160702
SAAAAAC089,2/7/2016,2:00:00 AM,14.2,6.76,28.41,31.46,0.9,,14.2,20160702
SAAAAAC089,2/7/2016,2:30:00 AM,13.55,5.95,27.1,29.6,0.91,,13.55,20160702
SAAAAAC089,2/7/2016,3:00:00 AM,14.52,6.03,29.05,31.46,0.92,,14.52,20160702
SAAAAAC089,2/7/2016,3:30:00 AM,14.11,5.9,28.22,30.59,0.92,,14.11,20160702
SAAAAAC089,2/7/2016,4:00:00 AM,15.31,7.07,30.62,33.72,0.9,,15.31,20160702
SAAAAAC089,2/7/2016,4:30:00 AM,16.98,9.07,33.96,38.5,0.88,,16.98,20160702
SAAAAAC089,2/7/2016,5:00:00 AM,14.58,7.31,29.16,32.62,0.89,,14.58,20160702
SAAAAAC089,2/7/2016,5:30:00 AM,15.45,7.98,30.91,34.79,0.88,,15.45,20160702
SAAAAAC089,2/7/2016,6:00:00 AM,15.1,5.01,30.2,31.83,0.94,,15.1,20160702
SAAAAAC089,2/7/2016,6:30:00 AM,15.9,3.41,31.8,32.53,0.97,,15.9,20160702
SAAAAAC089,2/7/2016,7:00:00 AM,14.26,2.21,28.52,28.87,0.98,,14.26,20160702
SAAAAAC089,2/7/2016,7:30:00 AM,17.17,5.97,34.35,36.36,0.94,,17.17,20160702
SAAAAAC089,2/7/2016,8:00:00 AM,16.98,6.24,33.96,36.19,0.93,,16.98,20160702
SAAAAAC089,2/7/2016,8:30:00 AM,18,6.36,36,38.18,0.94,,18,20160702
SAAAAAC089,2/7/2016,9:00:00 AM,16.73,5.72,33.47,35.37,0.94,,16.73,20160702
SAAAAAC089,2/7/2016,9:30:00 AM,20.51,5.52,41.03,42.5,0.96,,20.51,20160702
SAAAAAC089,2/7/2016,10:00:00 AM,26.04,5.65,52.09,53.3,0.97,,26.04,20160702
SAAAAAC089,2/7/2016,10:30:00 AM,33.74,9.6,67.48,70.16,0.96,,33.74,20160702
SAAAAAC089,2/7/2016,11:00:00 AM,33.39,12.53,66.78,71.33,0.93,,33.39,20160702
SAAAAAC089,2/7/2016,11:30:00 AM,32.66,11.89,65.32,69.52,0.93,,32.66,20160702
SAAAAAC089,2/7/2016,12:00:00 PM,35.42,12.88,70.84,75.38,0.93,,35.42,20160702
SAAAAAC089,2/7/2016,12:30:00 PM,37.04,10.58,74.09,77.05,0.96,,37.04,20160702
SAAAAAC089,2/7/2016,1:00:00 PM,34.82,13.83,69.64,74.94,0.92,,34.82,20160702
SAAAAAC089,2/7/2016,1:30:00 PM,34.73,13.35,69.47,74.42,0.93,,34.73,20160702
SAAAAAC089,2/7/2016,2:00:00 PM,36.15,12.29,72.3,76.37,0.94,,36.15,20160702
SAAAAAC089,2/7/2016,2:30:00 PM,37.46,13.65,74.92,79.75,0.93,,37.46,20160702
SAAAAAC089,2/7/2016,3:00:00 PM,36.04,12.51,72.09,76.31,0.94,,36.04,20160702
SAAAAAC089,2/7/2016,3:30:00 PM,38.03,13.55,76.07,80.76,0.94,,38.03,20160702
SAAAAAC089,2/7/2016,4:00:00 PM,38.31,12.87,76.63,80.84,0.94,,38.31,20160702
SAAAAAC089,2/7/2016,4:30:00 PM,32.96,12.58,65.92,70.56,0.93,,32.96,20160702
SAAAAAC089,2/7/2016,5:00:00 PM,33.03,12.11,66.07,70.37,0.93,,33.03,20160702
SAAAAAC089,2/7/2016,5:30:00 PM,32.91,11.88,65.82,69.98,0.94,,32.91,20160702
SAAAAAC089,2/7/2016,6:00:00 PM,37.56,13.45,75.12,79.79,0.94,,37.56,20160702
SAAAAAC089,2/7/2016,6:30:00 PM,43.78,13.4,87.56,91.57,0.95,,43.78,20160702
SAAAAAC089,2/7/2016,7:00:00 PM,38.76,11.66,77.53,80.96,0.95,,38.76,20160702
SAAAAAC089,2/7/2016,7:30:00 PM,39.17,12.84,78.35,82.45,0.95,,39.17,20160702
SAAAAAC089,2/7/2016,8:00:00 PM,44.23,12.42,88.47,91.9,0.96,,44.23,20160702
SAAAAAC089,2/7/2016,8:30:00 PM,43.12,11.28,86.25,89.15,0.96,,43.12,20160702
SAAAAAC089,2/7/2016,9:00:00 PM,42.7,12.2,85.4,88.82,0.96,,42.7,20160702
SAAAAAC089,2/7/2016,9:30:00 PM,41.72,12.4,83.45,87.06,0.95,,41.72,20160702
SAAAAAC089,2/7/2016,10:00:00 PM,39.68,12.66,79.36,83.3,0.95,,39.68,20160702
SAAAAAC089,2/7/2016,10:30:00 PM,38.88,11.66,77.77,81.19,0.95,,38.88,20160702
SAAAAAC089,2/7/2016,11:00:00 PM,35.73,12.8,71.47,75.92,0.94,,35.73,20160702
SAAAAAC089,2/7/2016,11:30:00 PM,33.82,8.8,67.64,69.9,0.96,,33.82,20160702
SAAAAAC089,3/7/2016,12:00:00 AM,31.85,11.28,63.71,67.59,0.94,,31.85,20160703
SAAAAAC089,3/7/2016,12:30:00 AM,27.83,11.61,55.66,60.31,0.92,,27.83,20160703
SAAAAAC089,3/7/2016,1:00:00 AM,20.18,8.36,40.36,43.69,0.92,,20.18,20160703
SAAAAAC089,3/7/2016,1:30:00 AM,16.43,7.13,32.86,35.82,0.91,,16.43,20160703
SAAAAAC089,3/7/2016,2:00:00 AM,16.92,7.95,33.85,37.4,0.9,,16.92,20160703
SAAAAAC089,3/7/2016,2:30:00 AM,17.08,8.07,34.17,37.79,0.9,,17.08,20160703
SAAAAAC089,3/7/2016,3:00:00 AM,16.33,7.24,32.67,35.74,0.91,,16.33,20160703
SAAAAAC089,3/7/2016,3:30:00 AM,15.61,6.29,31.23,33.67,0.92,,15.61,20160703
SAAAAAC089,3/7/2016,4:00:00 AM,15.43,6.05,30.86,33.15,0.93,,15.43,20160703
SAAAAAC089,3/7/2016,4:30:00 AM,19.97,10.49,39.95,45.12,0.88,,19.97,20160703
SAAAAAC089,3/7/2016,5:00:00 AM,18.94,9.45,37.88,42.34,0.89,,18.94,20160703
SAAAAAC089,3/7/2016,5:30:00 AM,15.77,6.8,31.55,34.36,0.91,,15.77,20160703
SAAAAAC089,3/7/2016,6:00:00 AM,17.92,6.45,35.84,38.09,0.94,,17.92,20160703
SAAAAAC089,3/7/2016,6:30:00 AM,16.06,3.21,32.12,32.76,0.98,,16.06,20160703
SAAAAAC089,3/7/2016,7:00:00 AM,17.68,4.84,35.36,36.66,0.96,,17.68,20160703
SAAAAAC089,3/7/2016,7:30:00 AM,17.93,6.06,35.87,37.86,0.94,,17.93,20160703
SAAAAAC089,3/7/2016,8:00:00 AM,16.64,5.44,33.28,35.01,0.95,,16.64,20160703
SAAAAAC089,3/7/2016,8:30:00 AM,15.92,4.76,31.84,33.23,0.95,,15.92,20160703
SAAAAAC089,3/7/2016,9:00:00 AM,15.76,4.35,31.52,32.69,0.96,,15.76,20160703
SAAAAAC089,3/7/2016,9:30:00 AM,18.75,5.04,37.5,38.83,0.96,,18.75,20160703
SAAAAAC089,3/7/2016,10:00:00 AM,18.17,4.78,36.35,37.59,0.96,,18.17,20160703
SAAAAAC089,3/7/2016,10:30:00 AM,21.78,4.92,43.56,44.66,0.97,,21.78,20160703
SAAAAAC089,3/7/2016,11:00:00 AM,19.71,7.66,39.43,42.31,0.93,,19.71,20160703
SAAAAAC089,3/7/2016,11:30:00 AM,22.6,7.96,45.21,47.93,0.94,,22.6,20160703
SAAAAAC089,3/7/2016,12:00:00 PM,20.86,7.84,41.72,44.58,0.93,,20.86,20160703
SAAAAAC089,3/7/2016,12:30:00 PM,21.39,8.05,42.79,45.72,0.93,,21.39,20160703
SAAAAAC089,3/7/2016,1:00:00 PM,27.92,8.58,55.84,58.41,0.95,,27.92,20160703
SAAAAAC089,3/7/2016,1:30:00 PM,28.08,9.3,56.17,59.17,0.94,,28.08,20160703
SAAAAAC089,3/7/2016,2:00:00 PM,33.52,9.02,67.04,69.42,0.96,,33.52,20160703
SAAAAAC089,3/7/2016,2:30:00 PM,33.39,9.44,66.79,69.41,0.96,,33.39,20160703
SAAAAAC089,3/7/2016,3:00:00 PM,34.37,8.63,68.75,70.88,0.96,,34.37,20160703
SAAAAAC089,3/7/2016,3:30:00 PM,33.46,9.42,66.92,69.53,0.96,,33.46,20160703
SAAAAAC089,3/7/2016,4:00:00 PM,36.39,10.02,72.78,75.49,0.96,,36.39,20160703
SAAAAAC089,3/7/2016,4:30:00 PM,36,7.99,72.01,73.76,0.97,,36,20160703
SAAAAAC089,3/7/2016,5:00:00 PM,38.28,7.74,76.57,78.12,0.98,,38.28,20160703
SAAAAAC089,3/7/2016,5:30:00 PM,36.19,8.27,72.38,74.25,0.97,,36.19,20160703
SAAAAAC089,3/7/2016,6:00:00 PM,37.27,8.94,74.54,76.66,0.97,,37.27,20160703
SAAAAAC089,3/7/2016,6:30:00 PM,36.4,8.38,72.8,74.7,0.97,,36.4,20160703
SAAAAAC089,3/7/2016,7:00:00 PM,33.27,7.03,66.54,68.01,0.97,,33.27,20160703
SAAAAAC089,3/7/2016,7:30:00 PM,37.04,7.33,74.09,75.53,0.98,,37.04,20160703
SAAAAAC089,3/7/2016,8:00:00 PM,35.1,8.6,70.2,72.28,0.97,,35.1,20160703
SAAAAAC089,3/7/2016,8:30:00 PM,35.48,8.94,70.96,73.17,0.96,,35.48,20160703
SAAAAAC089,3/7/2016,9:00:00 PM,33.75,9.71,67.51,70.26,0.96,,33.75,20160703
SAAAAAC089,3/7/2016,9:30:00 PM,35.05,8.51,70.11,72.15,0.97,,35.05,20160703
SAAAAAC089,3/7/2016,10:00:00 PM,34.97,9.67,69.95,72.57,0.96,,34.97,20160703
SAAAAAC089,3/7/2016,10:30:00 PM,30.04,7.65,60.09,62.01,0.96,,30.04,20160703
SAAAAAC089,3/7/2016,11:00:00 PM,20.8,6.33,41.61,43.5,0.95,,20.8,20160703
SAAAAAC089,3/7/2016,11:30:00 PM,19.68,5.44,39.37,40.85,0.96,,19.68,20160703
SAAAAAC089,4/7/2016,12:00:00 AM,15.23,7.12,30.46,33.63,0.9,,15.23,20160704
SAAAAAC089,4/7/2016,12:30:00 AM,14.09,6.28,28.19,30.86,0.91,,14.09,20160704
SAAAAAC089,4/7/2016,1:00:00 AM,12.78,5.14,25.56,27.55,0.92,,12.78,20160704
SAAAAAC089,4/7/2016,1:30:00 AM,13.76,5.98,27.53,30.02,0.91,,13.76,20160704
SAAAAAC089,4/7/2016,2:00:00 AM,13.03,5,26.06,27.91,0.93,,13.03,20160704
SAAAAAC089,4/7/2016,2:30:00 AM,14.08,6.06,28.17,30.67,0.91,,14.08,20160704
SAAAAAC089,4/7/2016,3:00:00 AM,12.46,4.62,24.92,26.58,0.93,,12.46,20160704
SAAAAAC089,4/7/2016,3:30:00 AM,13.05,5.19,26.11,28.1,0.92,,13.05,20160704
SAAAAAC089,4/7/2016,4:00:00 AM,13.67,5.27,27.34,29.31,0.93,,13.67,20160704
SAAAAAC089,4/7/2016,4:30:00 AM,13.66,5.09,27.32,29.16,0.93,,13.66,20160704
SAAAAAC089,4/7/2016,5:00:00 AM,13.51,5.13,27.02,28.91,0.93,,13.51,20160704
SAAAAAC089,4/7/2016,5:30:00 AM,13.65,6.03,27.31,29.85,0.91,,13.65,20160704
SAAAAAC089,4/7/2016,6:00:00 AM,16.94,5.38,33.88,35.55,0.95,,16.94,20160704
SAAAAAC089,4/7/2016,6:30:00 AM,15.77,3.66,31.55,32.38,0.97,,15.77,20160704
SAAAAAC089,4/7/2016,7:00:00 AM,15.08,3.66,30.16,31.03,0.97,,15.08,20160704
SAAAAAC089,4/7/2016,7:30:00 AM,14.31,3.18,28.62,29.31,0.97,14.31,,20160704
SAAAAAC089,4/7/2016,8:00:00 AM,12.98,2.3,25.96,26.37,0.98,12.98,,20160704
SAAAAAC089,4/7/2016,8:30:00 AM,14.07,3.3,28.15,28.92,0.97,14.07,,20160704
SAAAAAC089,4/7/2016,9:00:00 AM,13.61,2.73,27.23,27.77,0.98,13.61,,20160704
SAAAAAC089,4/7/2016,9:30:00 AM,21.92,6.2,43.85,45.57,0.96,21.92,,20160704
SAAAAAC089,4/7/2016,10:00:00 AM,24.64,6.72,49.29,51.09,0.96,24.64,,20160704
SAAAAAC089,4/7/2016,10:30:00 AM,31.29,8,62.59,64.6,0.96,31.29,,20160704
SAAAAAC089,4/7/2016,11:00:00 AM,29.09,7.59,58.19,60.14,0.96,29.09,,20160704
SAAAAAC089,4/7/2016,11:30:00 AM,28.39,5.92,56.78,58,0.97,28.39,,20160704
SAAAAAC089,4/7/2016,12:00:00 PM,28.12,6.33,56.25,57.66,0.97,28.12,,20160704
SAAAAAC089,4/7/2016,12:30:00 PM,28.71,7.11,57.42,59.15,0.97,28.71,,20160704
SAAAAAC089,4/7/2016,1:00:00 PM,32.94,8.01,65.88,67.8,0.97,32.94,,20160704
SAAAAAC089,4/7/2016,1:30:00 PM,35.7,9.68,71.4,73.98,0.96,35.7,,20160704
SAAAAAC089,4/7/2016,2:00:00 PM,33.22,7.8,66.44,68.25,0.97,33.22,,20160704
SAAAAAC089,4/7/2016,2:30:00 PM,32.46,10.32,64.92,68.13,0.95,32.46,,20160704
SAAAAAC089,4/7/2016,3:00:00 PM,36.02,11.27,72.04,75.49,0.95,36.02,,20160704
SAAAAAC089,4/7/2016,3:30:00 PM,32.77,10.35,65.55,68.74,0.95,32.77,,20160704
SAAAAAC089,4/7/2016,4:00:00 PM,28.81,8.59,57.63,60.13,0.95,28.81,,20160704
SAAAAAC089,4/7/2016,4:30:00 PM,29.38,8.88,58.76,61.39,0.95,29.38,,20160704
SAAAAAC089,4/7/2016,5:00:00 PM,30.98,8.74,61.96,64.38,0.96,30.98,,20160704
SAAAAAC089,4/7/2016,5:30:00 PM,41.3,10.5,82.6,85.23,0.96,41.3,,20160704
SAAAAAC089,4/7/2016,6:00:00 PM,41.05,9.41,82.11,84.24,0.97,41.05,,20160704
SAAAAAC089,4/7/2016,6:30:00 PM,39.94,11.31,79.88,83.03,0.96,39.94,,20160704
SAAAAAC089,4/7/2016,7:00:00 PM,34.66,9.55,69.32,71.91,0.96,34.66,,20160704
SAAAAAC089,4/7/2016,7:30:00 PM,38.87,12.39,77.75,81.61,0.95,38.87,,20160704
SAAAAAC089,4/7/2016,8:00:00 PM,39.99,13.21,79.98,84.23,0.94,39.99,,20160704
SAAAAAC089,4/7/2016,8:30:00 PM,39.04,12.33,78.09,81.9,0.95,39.04,,20160704
SAAAAAC089,4/7/2016,9:00:00 PM,38.94,14.6,77.88,83.18,0.93,38.94,,20160704
SAAAAAC089,4/7/2016,9:30:00 PM,37.84,13.53,75.68,80.37,0.94,,37.84,20160704
SAAAAAC089,4/7/2016,10:00:00 PM,36.97,12.12,73.95,77.82,0.95,,36.97,20160704
SAAAAAC089,4/7/2016,10:30:00 PM,31.39,9.72,62.78,65.72,0.95,,31.39,20160704
SAAAAAC089,4/7/2016,11:00:00 PM,29.72,12.48,59.45,64.48,0.92,,29.72,20160704
SAAAAAC089,4/7/2016,11:30:00 PM,25.24,7.74,50.48,52.8,0.95,,25.24,20160704
SAAAAAC089,5/7/2016,12:00:00 AM,22.4,9.52,44.8,48.68,0.92,,22.4,20160705
SAAAAAC089,5/7/2016,12:30:00 AM,15.2,5.59,30.41,32.41,0.93,,15.2,20160705
SAAAAAC089,5/7/2016,1:00:00 AM,14.48,4.72,28.96,30.46,0.95,,14.48,20160705
SAAAAAC089,5/7/2016,1:30:00 AM,13.64,3.77,27.29,28.32,0.96,,13.64,20160705
SAAAAAC089,5/7/2016,2:00:00 AM,14.96,4.96,29.92,31.52,0.94,,14.96,20160705
SAAAAAC089,5/7/2016,2:30:00 AM,15.12,5.15,30.25,31.96,0.94,,15.12,20160705
SAAAAAC089,5/7/2016,3:00:00 AM,13.6,4.18,27.2,28.45,0.95,,13.6,20160705
SAAAAAC089,5/7/2016,3:30:00 AM,14.77,4.93,29.55,31.15,0.94,,14.77,20160705
SAAAAAC089,5/7/2016,4:00:00 AM,16.26,6.59,32.52,35.1,0.92,,16.26,20160705
SAAAAAC089,5/7/2016,4:30:00 AM,14.92,5.28,29.85,31.66,0.94,,14.92,20160705
SAAAAAC089,5/7/2016,5:00:00 AM,14.79,5.47,29.58,31.54,0.93,,14.79,20160705
SAAAAAC089,5/7/2016,5:30:00 AM,14.32,4.14,28.65,29.82,0.96,,14.32,20160705
SAAAAAC089,5/7/2016,6:00:00 AM,15.98,4.81,31.96,33.38,0.95,,15.98,20160705
SAAAAAC089,5/7/2016,6:30:00 AM,14.01,1.69,28.03,28.23,0.99,,14.01,20160705
SAAAAAC089,5/7/2016,7:00:00 AM,12.75,1.44,25.5,25.66,0.99,,12.75,20160705
SAAAAAC089,5/7/2016,7:30:00 AM,15.46,4.04,30.92,31.96,0.96,15.46,,20160705
SAAAAAC089,5/7/2016,8:00:00 AM,16.38,5.15,32.76,34.35,0.95,16.38,,20160705
SAAAAAC089,5/7/2016,8:30:00 AM,18.04,5.05,36.09,37.48,0.96,18.04,,20160705
SAAAAAC089,5/7/2016,9:00:00 AM,17.96,4.51,35.93,37.04,0.96,17.96,,20160705
SAAAAAC089,5/7/2016,9:30:00 AM,25.63,7.34,51.27,53.33,0.96,25.63,,20160705
SAAAAAC089,5/7/2016,10:00:00 AM,26.1,8.66,52.2,55,0.94,26.1,,20160705
SAAAAAC089,5/7/2016,10:30:00 AM,33.86,9.82,67.72,70.51,0.96,33.86,,20160705
SAAAAAC089,5/7/2016,11:00:00 AM,33.82,9.82,67.64,70.44,0.96,33.82,,20160705
SAAAAAC089,5/7/2016,11:30:00 AM,34.83,12.37,69.66,73.93,0.94,34.83,,20160705
SAAAAAC089,5/7/2016,12:00:00 PM,34.4,12.88,68.8,73.47,0.93,34.4,,20160705
SAAAAAC089,5/7/2016,12:30:00 PM,31.6,12.04,63.2,67.63,0.93,31.6,,20160705
SAAAAAC089,5/7/2016,1:00:00 PM,32.22,12.46,64.44,69.1,0.93,32.22,,20160705
SAAAAAC089,5/7/2016,1:30:00 PM,29.81,13.58,59.63,65.52,0.91,29.81,,20160705
SAAAAAC089,5/7/2016,2:00:00 PM,31.92,13.1,63.85,69.02,0.92,31.92,,20160705
SAAAAAC089,5/7/2016,2:30:00 PM,36.39,12.92,72.78,77.23,0.94,36.39,,20160705
SAAAAAC089,5/7/2016,3:00:00 PM,35.2,12.19,70.41,74.51,0.94,35.2,,20160705
SAAAAAC089,5/7/2016,3:30:00 PM,32.76,11.57,65.53,69.5,0.94,32.76,,20160705
SAAAAAC089,5/7/2016,4:00:00 PM,31.2,11.34,62.4,66.39,0.93,31.2,,20160705
SAAAAAC089,5/7/2016,4:30:00 PM,32.41,10.58,64.83,68.19,0.95,32.41,,20160705
SAAAAAC089,5/7/2016,5:00:00 PM,38.9,13.75,77.8,82.52,0.94,38.9,,20160705
SAAAAAC089,5/7/2016,5:30:00 PM,39.55,14.39,79.11,84.19,0.93,39.55,,20160705
SAAAAAC089,5/7/2016,6:00:00 PM,39.53,13.41,79.07,83.49,0.94,39.53,,20160705
SAAAAAC089,5/7/2016,6:30:00 PM,44.76,14.55,89.53,94.14,0.95,44.76,,20160705
SAAAAAC089,5/7/2016,7:00:00 PM,44.68,13.58,89.36,93.39,0.95,44.68,,20160705
SAAAAAC089,5/7/2016,7:30:00 PM,46.8,15.7,93.6,98.72,0.94,46.8,,20160705
SAAAAAC089,5/7/2016,8:00:00 PM,45.6,14.15,91.2,95.49,0.95,45.6,,20160705
SAAAAAC089,5/7/2016,8:30:00 PM,40.88,12.76,81.77,85.67,0.95,40.88,,20160705
SAAAAAC089,5/7/2016,9:00:00 PM,44.73,15.04,89.47,94.39,0.94,44.73,,20160705
SAAAAAC089,5/7/2016,9:30:00 PM,43.42,14.11,86.84,91.31,0.95,,43.42,20160705
SAAAAAC089,5/7/2016,10:00:00 PM,37.23,10.31,74.47,77.28,0.96,,37.23,20160705
SAAAAAC089,5/7/2016,10:30:00 PM,36.93,10.77,73.87,76.94,0.95,,36.93,20160705
SAAAAAC089,5/7/2016,11:00:00 PM,33.17,10.82,66.35,69.79,0.95,,33.17,20160705
SAAAAAC089,5/7/2016,11:30:00 PM,29.14,9.79,58.28,61.48,0.94,,29.14,20160705
SAAAAAC089,6/7/2016,12:00:00 AM,31.59,10.14,63.18,66.35,0.95,,31.59,20160706
SAAAAAC089,6/7/2016,12:30:00 AM,27.48,9.72,54.97,58.31,0.94,,27.48,20160706
SAAAAAC089,6/7/2016,1:00:00 AM,13.62,5.99,27.24,29.77,0.91,,13.62,20160706
SAAAAAC089,6/7/2016,1:30:00 AM,12.69,5.11,25.39,27.37,0.92,,12.69,20160706
SAAAAAC089,6/7/2016,2:00:00 AM,12.94,5.67,25.88,28.26,0.91,,12.94,20160706
SAAAAAC089,6/7/2016,2:30:00 AM,13.47,6.04,26.94,29.53,0.91,,13.47,20160706
SAAAAAC089,6/7/2016,3:00:00 AM,12.31,4.83,24.63,26.46,0.93,,12.31,20160706
SAAAAAC089,6/7/2016,3:30:00 AM,12.19,4.6,24.38,26.06,0.93,,12.19,20160706
SAAAAAC089,6/7/2016,4:00:00 AM,14.51,7.18,29.02,32.38,0.89,,14.51,20160706
SAAAAAC089,6/7/2016,4:30:00 AM,14.68,7.41,29.36,32.89,0.89,,14.68,20160706
SAAAAAC089,6/7/2016,5:00:00 AM,14.82,8.07,29.64,33.75,0.87,,14.82,20160706
SAAAAAC089,6/7/2016,5:30:00 AM,14.82,6.92,29.64,32.72,0.9,,14.82,20160706
SAAAAAC089,6/7/2016,6:00:00 AM,14.42,2.97,28.84,29.45,0.97,,14.42,20160706
SAAAAAC089,6/7/2016,6:30:00 AM,12.92,0.93,25.85,25.92,0.99,,12.92,20160706
SAAAAAC089,6/7/2016,7:00:00 AM,13.73,2.04,27.47,27.77,0.98,,13.73,20160706
SAAAAAC089,6/7/2016,7:30:00 AM,16.54,5.19,33.08,34.67,0.95,16.54,,20160706
SAAAAAC089,6/7/2016,8:00:00 AM,16.78,5.84,33.56,35.54,0.94,16.78,,20160706
SAAAAAC089,6/7/2016,8:30:00 AM,19.94,6.72,39.88,42.09,0.94,19.94,,20160706
SAAAAAC089,6/7/2016,9:00:00 AM,16.38,4.81,32.76,34.15,0.95,16.38,,20160706
