NMI,METER SERIAL NUMBER,CON/GEN,DATE,ESTIMATED?,00:00 - 00:30,00:30 - 01:00,01:00 - 01:30,01:30 - 02:00,02:00 - 02:30,02:30 - 03:00,03:00 - 03:30,03:30 - 04:00,04:00 - 04:30,04:30 - 05:00,05:00 - 05:30,05:30 - 06:00,06:00 - 06:30,06:30 - 07:00,07:00 - 07:30,07:30 - 08:00,08:00 - 08:30,08:30 - 09:00,09:00 - 09:30,09:30 - 10:00,10:00 - 10:30,10:30 - 11:00,11:00 - 11:30,11:30 - 12:00,12:00 - 12:30,12:30 - 13:00,13:00 - 13:30,13:30 - 14:00,14:00 - 14:30,14:30 - 15:00,15:00 - 15:30,15:30 - 16:00,16:00 - 16:30,16:30 - 17:00,17:00 - 17:30,17:30 - 18:00,18:00 - 18:30,18:30 - 19:00,19:00 - 19:30,19:30 - 20:00,20:00 - 20:30,20:30 - 21:00,21:00 - 21:30,21:30 - 22:00,22:00 - 22:30,22:30 - 23:00,23:00 - 23:30,23:30 - 00:00
61029293722,A8395168,Consumption,20/08/2015,No,0.287,0.186,0.218,0.133,0.158,0.194,0.135,0.21,0.108,0.184,0.125,0.351,0.487,0.43,0.726,0.415,0.405,0.024,0,0,0.003,0,0.004,0.575,0.008,0,0,0,0.004,0.104,0.039,0.493,0.411,0.49,0.59,0.808,0.806,0.665,0.92,0.961,0.787,0.727,0.459,0.264,0.62,0.18,0.147,0.168
61029293722,A8395168,Generation,20/08/2015,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102,0.204,0.392,0.304,0.513,0.457,0.172,0.744,0.865,0.884,0.581,0.514,0.345,0.288,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61029293722,A8395168,Consumption,21/08/2015,No,0.146,0.191,0.16,0.149,0.156,0.145,0.232,0.189,0.196,0.193,0.577,0.213,1.023,0.704,0.536,0.301,0.258,0.162,0.201,0.211,0.205,0.003,0,0,0.002,0.001,0.007,0,0,0.001,0.159,0.092,0.214,0.196,0.741,0.721,0.806,0.784,0.779,0.791,0.629,0.61,0.577,0.462,0.311,0.404,0.32,0.4
61029293722,A8395168,Generation,21/08/2015,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.219,0.262,0.224,0.143,0.113,0.09,0.347,0.074,0.102,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61029293722,A8395168,Consumption,22/08/2015,No,0.331,0.216,0.139,0.2,0.174,0.253,0.203,0.19,0.149,0.227,0.123,0.223,0.119,0.202,0.314,0.335,0.21,0.214,0.005,0,0.073,0.161,0.017,0.121,0.007,0.055,0.009,0.064,0.002,0,0.037,0.191,0.712,0.411,1.246,1.312,1.471,0.885,0.676,0.555,0.62,0.582,0.547,0.542,0.465,0.67,0.345,0.255
61029293722,A8395168,Generation,22/08/2015,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097,0.227,0.466,0.399,0.677,0.204,0.56,0.294,0.486,0.247,0.223,0.183,0.134,0.029,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61029293722,A8395168,Consumption,23/08/2015,No,0.189,0.19,0.148,0.188,0.18,0.191,0.127,0.2,0.118,0.237,0.135,0.218,0.116,0.193,0.126,0.098,0.042,0.203,0.256,0.525,0.023,0.319,0.001,0.064,0.007,0.038,0,0,0,0,0,0.198,0.309,0.652,0.72,0.733,0.753,0.638,0.772,0.662,0.699,0.745,0.595,0.657,0.586,0.601,0.542,0.596
61029293722,A8395168,Generation,23/08/2015,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0.13,0.001,0,0.091,0.405,0.136,0.484,0.587,0.861,0.523,1.034,0.525,0.824,0.709,0.522,0.135,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61029293722,A8395168,Consumption,24/08/2015,No,0.384,0.288,0.131,0.176,0.244,0.274,0.255,0.214,0.18,0.173,0.135,0.201,0.145,0.299,0.447,0.346,0.257,0.032,0.002,0.012,0.007,0,0.002,0.008,0.036,0.058,0.013,0.062,0.046,0.127,0.251,0.212,0.424,0.511,0.575,0.545,0.534,0.467,0.476,0.625,1.295,0.811,0.775,0.356,0.167,0.276,0.131,0.198
61029293722,A8395168,Generation,24/08/2015,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077,0.188,0.26,0.398,0.827,0.343,0.079,0.103,0.052,0.182,0.146,0.111,0.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61029293722,A8395168,Consumption,25/08/2015,No,0.108,0.193,0.113,0.232,0.109,0.187,0.114,0.21,0.147,0.218,0.121,0.197,0.12,0.584,0.696,0.647,0.406,0.283,0.306,0,0,0,0,0.229,0.591,0.476,0,0,0,0.015,0,0,0.148,0.275,0.743,0.659,1.302,0.936,0.763,0.778,0.612,0.491,0.674,0.644,0.672,0.576,0.318,0.122
61029293722,A8395168,Generation,25/08/2015,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018,0.142,0.376,0.5,0.431,0.504,0.13,0.031,0.226,0.506,0.592,0.483,0.027,0.412,0.23,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61029293722,A8395168,Consumption,26/08/2015,No,0.192,0.11,0.221,0.126,0.172,0.125,0.16,0.15,0.215,0.141,0.142,0.214,0.209,0.38,0.522,0.515,0.387,0.307,0.022,0,0,0,0.013,0,0.018,0.05,0,0.223,0.032,0.352,0.028,0,0.031,0.152,0.599,1.406,0.864,0.467,0.869,0.585,1.122,0.524,0.564,0.27,0.23,0.142,0.161,0.2
61029293722,A8395168,Generation,26/08/2015,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038,0.268,0.493,0.383,0.289,0.457,0.154,0.328,0.876,0.238,0.231,0.099,0.227,0.198,0.098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61029293722,A8395168,Consumption,27/08/2015,No,0.144,0.168,0.127,0.185,0.147,0.196,0.113,0.18,0.146,0.286,0.284,0.243,0.216,0.422,0.762,0.506,0.487,0.52,0.506,0.225,0.217,0.24,0.37,0.354,0.392,0.379,0.432,0.407,0.403,0.397,0.405,0.273,0.515,0.459,0.935,0.619,1.221,0.613,0.916,0.605,0.708,0.761,0.734,0.634,0.229,0.246,0.172,0.219
61029293722,A8395168,Generation,27/08/2015,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61029293722,A8395168,Consumption,28/08/2015,No,0.166,0.161,0.148,0.143,0.161,0.157,0.231,0.25,0.323,0.245,0.33,0.27,0.305,0.38,0.391,0.113,0.029,0.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103,0.378,0.722,0.59,0.707,0.635,0.665,0.607,0.714,0.667,0.353,0.236,0.279,0.197,0.233,0.147
61029293722,A8395168,Generation,28/08/2015,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.021,0.004,0.272,0.261,0.421,0.712,0.72,0.964,0.714,0.853,1.076,1.008,1.011,0.869,0.707,0.416,0.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61029293722,A8395168,Consumption,29/08/2015,No,0.17,0.189,0.141,0.161,0.123,0.177,0.107,0.24,0.16,0.215,0.157,0.247,0.53,0.573,0.487,0.315,0.275,0.188,0.314,0.226,0.131,0.432,0.213,0.707,0.093,0.289,0.775,1.433,0.266,0.183,0.304,0.455,0.455,0.69,1.351,1.742,1.49,0.772,1.696,1.412,0.866,1.193,0.878,0.887,0.475,0.971,0.354,0.307
61029293722,A8395168,Generation,29/08/2015,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0.056,0.006,0.028,0.028,0.068,0.044,0,0,0.002,0.09,0.123,0.003,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61029293722,A8395168,Consumption,30/08/2015,No,0.259,0.123,0.301,0.188,0.214,0.113,0.207,0.13,0.239,0.113,0.189,0.118,0.195,0.155,0.198,0.213,0.282,0.189,0.12,0,0,0.001,0,0.188,0,0.009,0.086,0.06,0.151,0.004,0.02,0.515,0.536,0.824,0.536,0.706,1.459,0.656,0.735,0.747,0.948,1.068,0.796,0.424,0.307,0.176,0.238,0.125
61029293722,A8395168,Generation,30/08/2015,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047,0.606,0.621,0.585,0.374,0.301,0.464,0.771,0.498,0.502,0.436,0.367,0.209,0.034,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61029293722,A8395168,Consumption,31/08/2015,No,0.207,0.385,0.16,0.153,0.141,0.171,0.129,0.254,0.121,0.208,0.121,0.193,0.137,0.468,0.614,0.356,0.368,0.102,0.236,0.216,0,0,0,0,0,0,0,0,0,0,0,0,0.142,0.547,0.698,1.02,1.162,0.615,0.735,0.639,0.73,0.627,0.633,0.35,0.292,0.165,0.265,0.11
61029293722,A8395168,Generation,31/08/2015,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073,0,0.001,0.366,0.41,0.787,1.033,1.394,1.206,0.898,0.92,0.999,0.488,0.306,0.103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61029293722,A8395168,Consumption,1/09/2015,No,0.186,0.107,0.184,0.118,0.223,0.127,0.166,0.13,0.236,0.196,0.2,0.135,0.24,0.533,0.814,0.415,0.216,0.309,0.179,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.29,0.474,0.555,0.9,1.183,1.474,0.653,0.63,0.795,0.577,0.48,0.246,0.276,0.153,0.183
61029293722,A8395168,Generation,1/09/2015,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.119,0.413,0.666,0.81,0.905,1.006,0.987,1.016,0.992,1.14,1.005,0.954,0.57,0.584,0.369,0.119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61029293722,A8395168,Consumption,2/09/2015,No,0.136,0.202,0.152,0.164,0.132,0.169,0.126,0.203,0.142,0.175,0.112,0.323,0.804,0.663,1.255,0.246,0.056,0.072,0.007,0,0.014,0.001,0.11,0.098,0.239,0.12,0,0,0,0,0.065,0.347,0.563,0.817,0.865,0.826,0.579,0.697,0.596,0.741,0.58,0.725,0.619,0.665,0.602,0.571,0.424,0.252
61029293722,A8395168,Generation,2/09/2015,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0.05,0.082,0.091,0.326,0.194,0.492,0.488,0.63,0.939,0.897,0.605,0.492,0.175,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61029293722,A8395168,Consumption,3/09/2015,No,0.133,0.177,0.141,0.172,0.196,0.161,0.155,0.148,0.197,0.202,0.231,0.272,0.337,0.28,0.467,0.191,0.112,0.012,0.002,0.009,0.35,0.92,0.95,0.707,0.07,0.137,0.06,0.077,0.067,0.051,0.034,0.013,0.524,0.351,1.055,0.591,0.57,0.586,0.623,0.608,0.735,0.715,0.433,0.281,0.26,0.215,0.163,0.185
61029293722,A8395168,Generation,3/09/2015,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027,0.148,0.126,0.054,0,0,0,0.017,0.227,0.148,0.478,0.326,0.589,0.656,0.545,0.278,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61029293722,A8395168,Consumption,4/09/2015,No,0.155,0.205,0.114,0.252,0.184,0.202,0.152,0.21,0.107,0.185,0.679,0.68,1.042,0.615,0.238,0.054,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.3,0.456,0.561,0.675,0.713,0.815,0.725,0.729,0.655,0.567,0.554,0.218,0.196,0.199,0.163
61029293722,A8395168,Generation,4/09/2015,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051,0.299,0.523,0.662,0.553,0.681,0.661,0.818,1.133,0.956,1.076,0.636,0.677,1.078,0.567,0.432,0.257,0.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61029293722,A8395168,Consumption,5/09/2015,No,0.178,0.169,0.188,0.107,0.186,0.124,0.188,0.175,0.194,0.159,0.259,0.301,0.288,0.341,0.232,0.346,0.395,0.53,0.216,0.176,0.052,0.008,0.005,0.023,0,0,0,0,0.001,0.125,0.27,0.15,0.762,0.083,0.228,0.302,0.426,0.351,0.379,0.362,0.381,0.521,0.308,0.378,0.194,0.232,0.189,0.211
61029293722,A8395168,Generation,5/09/2015,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027,0.128,0.147,0.278,0.387,0.719,1.014,1.002,1.02,0.963,0.703,0.112,0.132,0.055,0.003,0.079,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61029293722,A8395168,Consumption,6/09/2015,No,0.23,0.219,0.123,0.177,0.184,0.162,0.157,0.178,0.269,0.24,0.213,0.142,0.176,0.127,0.076,0,0.008,0,0.014,0.169,0.011,0.001,0.005,0,0.229,0.005,0.123,0.219,0.239,0.351,0.336,0.22,0.758,0.53,1.177,1.023,1.399,1.058,0.721,0.943,0.812,1.369,0.808,0.574,0.703,0.504,0.281,0.2
61029293722,A8395168,Generation,6/09/2015,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.026,0.272,0.344,0.308,0.238,0.099,0.378,0.674,0.324,0.941,0.103,0.244,0.154,0.043,0,0.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61029293722,A8395168,Consumption,7/09/2015,No,0.215,0.126,0.232,0.147,0.176,0.131,0.207,0.249,0.212,0.152,0.218,0.154,0.217,0.485,0.875,0.47,0.507,0.404,0.612,0.057,0.451,0,0.117,0.581,0.656,0.605,0.685,0.928,0.159,0.236,0.085,0.856,0.678,0.514,0.645,0.891,0.747,0.851,0.872,1.153,0.811,1.454,0.354,0.283,0.185,0.249,0.147,0.205
61029293722,A8395168,Generation,7/09/2015,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0.185,0.362,0.919,0.401,0.049,0.044,0.121,0.019,0.008,0.039,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61029293722,A8395168,Consumption,8/09/2015,No,0.156,0.218,0.147,0.174,0.159,0.163,0.191,0.183,0.181,0.137,0.216,0.166,0.257,0.538,0.593,0.231,0.059,0,0,0,0,0,0,0.21,0.332,0.339,0,0,0.011,0.129,0.025,0.093,0.196,0.286,0.736,0.658,0.735,0.634,0.724,0.786,0.812,0.68,0.695,0.716,0.725,0.394,0.188,0.183
61029293722,A8395168,Generation,8/09/2015,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091,0.04,0.466,0.503,0.794,0.394,0.498,0.515,0.232,0.046,0.118,1.106,0.876,0.596,0.403,0.262,0.052,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61029293722,A8395168,Consumption,9/09/2015,No,0.135,0.187,0.12,0.233,0.129,0.191,0.142,0.232,0.157,0.261,0.184,0.279,0.243,0.2,0.503,0.442,0.298,0.208,0,0.066,0.038,0,0,0.07,0.079,0.226,0.231,0.003,0.009,0.008,0.023,0.069,0.14,0.358,0.371,0.648,0.581,0.635,0.611,0.703,0.606,0.729,0.84,0.379,0.31,0.173,0.214,0.147
61029293722,A8395168,Generation,9/09/2015,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0.201,0.033,0.266,0.518,0.917,0.557,0.434,0.202,0.104,0.403,0.353,0.225,0.305,0.02,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61029293722,A8395168,Consumption,10/09/2015,No,0.169,0.197,0.164,0.153,0.15,0.16,0.204,0.256,0.184,0.188,0.183,0.217,0.204,0.253,0.42,0.153,0.247,0.03,0,0.026,0.014,0,0,0,0,0,0,0,0.107,0.006,0,0,0.056,0.255,0.87,0.686,0.578,0.688,0.957,0.853,0.785,1.264,0.789,0.272,0.159,0.239,0.158,0.202
61029293722,A8395168,Generation,10/09/2015,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018,0.099,0.605,0.3,0.796,1.052,0.963,1.232,1.224,1.318,0.892,1.041,0.497,0.787,0.668,0.464,0.193,0.003,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0
61029293722,A8395168,Consumption,11/09/2015,No,0.123,0.177,0.132,0.163,0.196,0.147,0.164,0.126,0.177,0.109,0.248,0.212,0.215,0.338,0.566,0.069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103,0.169,0.275,0.464,0.784,0.917,0.906,1.469,0.759,0.679,0.763,0.649,0.78,0.268,0.298,0.29
61029293722,A8395168,Generation,11/09/2015,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157,0.377,0.613,0.839,1.053,1.153,1.287,1.286,1.404,1.384,1.42,1.312,1.244,1.073,1.013,0.741,0.598,0.195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61029293722,A8395168,Consumption,12/09/2015,No,0.267,0.171,0.149,0.183,0.135,0.23,0.144,0.215,0.129,0.213,0.127,0.258,0.13,0.21,0.411,0.714,0.151,0.653,0,0,0.001,0,0.006,0,0,0,0.018,0.012,0.237,0,0.826,0.297,0,0.13,0.458,0.544,0.271,0.208,0.257,0.337,0.66,0.584,0.551,0.231,0.259,0.232,0.259,0.177
61029293722,A8395168,Generation,12/09/2015,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039,0.002,0.234,0.239,0.569,0.803,0.356,0.339,0.397,0.403,0.258,0.194,0.185,0.101,0.114,0.213,0.141,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61029293722,A8395168,Consumption,13/09/2015,No,0.217,0.132,0.185,0.126,0.194,0.168,0.19,0.118,0.19,0.115,0.225,0.16,0.235,0.12,0.144,0.056,0.091,0,0.031,0,0,0,0,0,0,0.046,0.17,0.148,0,0.005,0.101,0.053,0.103,0.266,0.558,0.583,0.843,0.632,0.638,0.572,0.664,0.477,0.811,0.519,0.767,0.359,0.306,0.447
61029293722,A8395168,Generation,13/09/2015,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105,0.542,0.258,1.016,1.029,1.125,1.087,1.23,1.03,0.835,0.506,0.581,0.988,0.485,0.17,0.235,0.105,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61029293722,A8395168,Consumption,14/09/2015,No,0.228,0.222,0.277,0.194,0.132,0.219,0.125,0.258,0.123,0.211,0.174,0.239,0.218,0.287,0.293,0.234,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0.24,0.424,0.451,0.419,0.385,0.408,0.686,0.449,0.891,0.182,0.206,0.176,0.171,0.15
61029293722,A8395168,Generation,14/09/2015,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.023,0.242,0.404,0.788,1.01,1.079,1.212,1.213,1.327,1.241,1.147,1.201,1.213,1.074,0.991,0.743,0.568,0.322,0.109,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61029293722,A8395168,Consumption,15/09/2015,No,0.168,0.201,0.176,0.157,0.16,0.164,0.202,0.178,0.144,0.174,0.136,0.219,0.175,0.225,0.406,0.484,0.076,0.001,0.002,0,0,0,0,0,0,0,0,0,0,0,0.002,0.017,0.018,0.069,0.125,0.535,0.612,0.62,0.608,0.59,0.587,0.513,0.4,0.173,0.13,0.167,0.124,0.171
61029293722,A8395168,Generation,15/09/2015,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.108,0.628,0.62,0.768,1.035,0.643,0.686,0.594,1.195,0.429,0.37,0.497,0.555,0.643,0.509,0.09,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61029293722,A8395168,Consumption,16/09/2015,No,0.135,0.216,0.11,0.184,0.105,0.18,0.118,0.255,0.196,0.209,0.118,0.227,0.162,0.212,0.082,0.074,0.133,0,0,0,0,0,0,0,0.117,0,0,0.002,0.077,0.101,0.531,0.033,0.046,0.418,0.613,0.817,0.657,1.191,0.508,0.506,0.45,0.529,0.527,0.621,0.391,0.151,0.182,0.137
61029293722,A8395168,Generation,16/09/2015,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042,0.146,0.034,0.528,0.68,0.843,0.921,0.943,1.058,1.062,0.877,1.216,0.666,0.945,0.391,0.198,0,0.368,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61029293722,A8395168,Consumption,17/09/2015,No,0.183,0.167,0.206,0.136,0.179,0.136,0.176,0.172,0.189,0.143,0.158,0.161,0.19,0.173,0.194,0.194,0.007,0.055,0.198,0.368,0.419,0.216,0.544,0.004,0.058,0.09,0.144,0.086,0.536,0.036,0.064,0.1,0.412,0.443,0.847,0.473,0.437,0.398,0.48,0.455,0.594,0.509,0.215,0.201,0.17,0.193,0.117,0.193
61029293722,A8395168,Generation,17/09/2015,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318,0.07,0.103,0.02,0.158,0.081,0.136,1.169,0.684,0.491,0.562,0.376,0.088,0.295,0.207,0.03,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61029293722,A8395168,Consumption,18/09/2015,No,0.112,0.233,0.127,0.179,0.132,0.158,0.158,0.198,0.192,0.128,0.2,0.184,0.383,0.477,0.496,0.415,0.12,0.097,0.052,0.003,0.005,0,0,0.058,0,0,0,0,0,0,0,0,0,0.033,0.092,0.641,0.797,0.835,0.633,0.731,1.151,0.754,1.123,0.526,0.589,0.597,0.521,0.262
61029293722,A8395168,Generation,18/09/2015,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.048,0.082,0.123,0.072,0.368,0.381,0.092,0.507,0.641,0.326,0.42,0.486,0.403,0.299,0.752,0.169,0.026,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0
61029293722,A8395168,Consumption,19/09/2015,No,0.144,0.151,0.235,0.116,0.203,0.115,0.174,0.14,0.18,0.182,0.149,0.219,0.142,0.374,0.315,0.321,0.67,0.165,0.299,0,0,0,0.099,0.068,0.12,0,0.006,0.138,0.221,0.417,0.075,0.162,0.186,0.209,0.265,0.426,0.348,0.45,0.394,0.635,0.613,0.625,0.363,0.491,0.414,0.229,0.187,0.236
61029293722,A8395168,Generation,19/09/2015,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155,0.276,0.619,0.78,0.781,0.588,0.678,0.628,1.278,1.002,0.42,0.146,0.098,0.333,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61029293722,A8395168,Consumption,20/09/2015,No,0.176,0.179,0.125,0.18,0.172,0.165,0.131,0.156,0.134,0.154,0.185,0.146,0.177,0.265,0.236,0.018,0.01,0.184,0.009,0,0.04,0,0,0,0,0,0,0,0,0.004,0.37,0.048,0.086,0.064,0.744,1.192,1.506,0.578,0.743,0.702,1.051,0.631,0.191,0.254,0.216,0.288,0.128,0.2
61029293722,A8395168,Generation,20/09/2015,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096,0.298,0.312,0.514,0.616,0.688,0.897,1.149,0.93,1.355,1.413,1.211,0.955,0.633,0.893,0.137,0.159,0.058,0.032,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0
61029293722,A8395168,Consumption,21/09/2015,No,0.132,0.2,0.165,0.228,0.205,0.184,0.13,0.242,0.106,0.2,0.131,0.234,0.194,0.381,0.3,0.225,0.066,0,0.001,0,0.085,0.073,0.213,0.1,0.071,0.123,0.28,0.231,0.363,0.26,0.4,0.477,0.358,0.306,0.337,0.297,0.892,0.753,1.275,0.632,0.682,0.597,0.476,0.321,0.321,0.288,0.318,0.31
61029293722,A8395168,Generation,21/09/2015,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.107,0.638,0.402,0.681,0.306,0.029,0,0.074,0.059,0.02,0.004,0.001,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61029293722,A8395168,Consumption,22/09/2015,No,0.223,0.18,0.152,0.17,0.164,0.175,0.114,0.184,0.111,0.211,0.106,0.189,0.145,0.287,0.208,0.337,0.166,0.018,0.057,0.001,0.004,0.025,0.001,0.03,0.058,0.009,0.001,0.001,0,0.022,0.07,0.102,0.061,0.266,0.529,1.368,1.285,1.096,0.734,0.766,0.733,0.663,0.725,0.718,0.665,0.311,0.37,0.303
61029293722,A8395168,Generation,22/09/2015,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.175,0.394,0.468,0.842,1.015,0.732,1.146,0.85,0.526,1.035,1.105,1.109,1.013,0.623,0.044,0.001,0.028,0.011,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0
61029293722,A8395168,Consumption,23/09/2015,No,0.202,0.146,0.155,0.151,0.171,0.167,0.117,0.176,0.109,0.331,0.168,0.284,0.24,0.358,0.168,0.003,0.03,0,0.003,0.023,0,0,0.383,0.012,0,0,0,0,0,0,0.028,0.042,0.308,0.236,0.979,0.78,1.329,1.407,0.695,0.797,1.095,0.942,1.33,0.552,0.253,0.298,0.265,0.231
61029293722,A8395168,Generation,23/09/2015,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.14,0.262,0.587,0.735,0.801,1.02,1.14,0.309,0.697,0.628,1.367,1.264,0.999,0.848,0.754,0.614,0.385,0.052,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61029293722,A8395168,Consumption,24/09/2015,No,0.166,0.171,0.145,0.157,0.179,0.153,0.162,0.131,0.267,0.276,0.304,0.222,0.325,0.313,0.299,0,0.001,0.003,0.007,0.016,0,0,0.001,0.014,0.004,0.08,0.087,0.2,0.371,0.115,0.314,0.163,0.376,0.229,0.76,0.494,0.479,0.572,0.538,0.601,1.181,0.786,0.692,0.525,0.357,0.347,0.188,0.362
61029293722,A8395168,Generation,24/09/2015,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024,0.228,0.32,0.541,0.729,0.735,0.994,1.045,0.364,0.421,0.447,0.357,0.154,0.121,0.174,0.314,0.116,0.213,0.009,0.028,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0
61029293722,A8395168,Consumption,25/09/2015,No,0.162,0.22,0.144,0.17,0.183,0.14,0.203,0.119,0.232,0.125,0.221,0.173,0.301,0.161,0.099,0.007,0,0.006,0.053,0.015,0.012,0,0,0,0,0.008,0.018,0,0,0.042,0.087,0.128,0.534,0.003,0.275,0.523,0.666,0.634,0.657,0.676,0.663,0.69,0.771,0.432,0.487,0.392,0.343,0.184
61029293722,A8395168,Generation,25/09/2015,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0.263,0.287,0.482,0.462,0.665,0.739,0.956,1.325,1.343,1.419,1.202,1.064,1.188,1.076,0.785,0.503,0.396,0.138,0.113,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61029293722,A8395168,Consumption,26/09/2015,No,0.238,0.116,0.222,0.213,0.223,0.124,0.195,0.113,0.204,0.137,0.292,0.198,0.312,0.175,0.116,0.104,0.429,0.116,0.28,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053,0.981,1.038,0.497,0.627,0.718,0.794,0.679,0.503,0.348,0.422,0.367,0.25,0.157,0.269
61029293722,A8395168,Generation,26/09/2015,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0.005,0,0,0.078,0.192,0.885,0.939,1.057,1.138,1.251,1.422,1.372,1.278,1.07,1.017,0.929,0.804,0.504,0.338,0.062,0,0,0,0,0,0,0,0,0,0,0,0,0,0
