100,NEM12,202307181224,Microstar,participantA
200,SAMPLE,E1,,E1,,343319800134,kWh,30,
300,20230621,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,45.113,43.934,44.466,45.864,48.795,48.001,56.814,79.214,88.479,92.337,93.990,102.360,94.946,93.499,83.944,76.098,71.243,A,,,20230718122403,
300,20230622,63.043,59.865,42.475,182.529,35.366,33.410,33.558,29.924,35.697,37.247,41.069,47.233,50.367,55.436,60.689,77.864,65.792,65.472,61.474,60.032,52.702,55.230,61.991,62.242,60.176,61.120,59.207,57.105,54.793,55.215,56.509,60.370,62.845,64.135,84.410,89.621,90.419,96.025,91.710,94.626,92.103,81.757,78.470,70.237,65.713,62.529,52.095,44.951,A,,,20230718122403,
300,20230623,40.432,42.128,36.767,33.822,30.480,30.068,30.785,31.595,36.914,37.760,38.635,40.621,51.739,57.015,61.560,58.979,58.921,57.736,61.131,60.728,61.521,62.410,58.940,55.280,59.280,57.801,64.195,56.074,49.930,59.106,52.815,59.694,59.850,67.860,88.754,87.656,97.788,95.279,94.520,92.295,85.534,83.009,82.012,76.641,74.675,68.934,52.361,46.839,A,,,20230718122403,
300,20230624,45.657,38.626,35.687,33.553,32.622,30.632,29.232,31.949,38.699,34.534,36.984,39.224,41.081,45.097,49.718,57.624,63.877,68.582,71.530,73.433,72.844,66.495,71.600,76.511,63.912,62.107,68.649,67.880,70.127,75.441,76.264,70.054,65.804,69.531,85.827,84.104,79.084,80.710,80.730,82.416,80.182,78.035,71.231,64.440,69.440,68.157,50.832,47.729,A,,,20230718122403,
300,20230625,45.540,46.380,41.968,39.416,37.442,33.488,29.149,26.995,33.141,33.751,35.936,38.127,36.655,37.380,42.366,46.285,54.999,54.424,63.498,61.491,65.600,63.162,66.903,64.941,64.521,67.298,63.647,64.890,65.945,64.445,59.503,61.379,65.857,69.211,93.145,103.362,100.441,99.976,101.765,98.316,94.439,88.032,85.044,78.228,66.493,63.039,54.510,49.590,A,,,20230718122403,
300,20230626,44.980,41.848,36.119,37.218,36.662,35.197,33.736,33.368,38.385,40.557,44.610,48.718,58.449,62.326,73.415,82.579,84.136,77.595,73.960,66.660,62.819,60.689,63.589,61.997,66.691,61.052,59.587,57.281,52.810,60.374,58.706,60.131,61.143,82.506,101.515,109.463,112.389,111.234,107.390,114.237,106.572,98.658,95.157,86.900,79.954,64.170,51.464,48.389,A,,,20230718122403,
300,20230627,48.535,42.390,38.235,39.899,39.043,39.114,37.742,36.423,40.182,44.628,47.098,51.427,64.278,77.349,84.984,90.339,79.743,71.977,71.352,60.895,53.845,53.118,63.160,55.305,57.602,56.525,57.730,53.661,54.944,53.585,56.523,56.381,59.668,74.264,90.189,98.897,111.479,124.265,113.879,101.667,96.558,90.128,84.871,81.935,76.658,65.221,52.602,48.029,A,,,20230718122403,
300,20230628,43.282,40.349,38.757,33.888,35.028,31.870,33.513,32.086,39.055,39.386,44.554,49.113,62.922,68.225,74.961,75.147,65.670,61.856,61.336,60.483,54.677,47.754,55.492,46.808,49.174,51.670,49.467,48.037,51.195,50.961,49.989,52.432,56.221,62.568,90.060,91.633,97.785,98.524,98.726,106.744,103.453,96.207,93.349,85.046,75.623,66.070,54.018,50.189,A,,,20230718122403,
300,20230629,44.625,37.483,36.443,38.209,33.958,33.502,32.121,30.724,42.282,40.193,43.147,45.162,54.717,64.601,75.048,75.165,70.618,63.089,62.351,60.238,69.287,58.139,59.096,53.162,51.777,48.212,55.628,48.216,47.610,49.564,47.975,47.443,54.013,60.032,79.523,86.377,85.613,89.234,82.703,89.760,89.080,87.448,78.845,74.282,74.695,65.103,49.564,44.000,A,,,20230718122403,
300,20230630,38.741,37.391,34.759,32.400,33.087,32.073,30.512,32.831,38.157,38.569,40.263,44.943,55.760,72.589,83.093,80.812,68.548,69.710,63.828,58.368,57.396,55.249,60.960,62.207,59.940,53.597,53.112,55.392,55.214,54.697,58.190,54.573,56.869,62.363,83.093,85.931,90.928,100.139,100.969,89.335,82.924,83.291,82.758,77.485,70.496,63.827,55.722,49.066,A,,,20230718122403,
