# Version: powershare 1.0.0
datetime_utc,datetime_local,total_watt_hours_in,total_watt_hours_out
2025-10-16 08:47:00,2025-10-16 19:17:00,40701,0
2025-10-16 08:48:00,2025-10-16 19:18:00,40708,0
2025-10-16 08:49:00,2025-10-16 19:19:00,40715,0
2025-10-16 08:50:00,2025-10-16 19:20:00,40723,0
2025-10-16 08:51:01,2025-10-16 19:21:01,40732,0
2025-10-16 08:52:00,2025-10-16 19:22:00,40741,0
2025-10-16 08:53:00,2025-10-16 19:23:00,40750,0
2025-10-16 08:54:00,2025-10-16 19:24:00,40759,0
2025-10-16 08:55:00,2025-10-16 19:25:00,40768,0
2025-10-16 08:56:00,2025-10-16 19:26:00,40777,0
2025-10-16 08:57:00,2025-10-16 19:27:00,40785,0
2025-10-16 08:58:00,2025-10-16 19:28:00,40793,0
2025-10-16 08:59:00,2025-10-16 19:29:00,40801,0
2025-10-16 09:00:01,2025-10-16 19:30:01,40810,0
2025-10-16 09:01:00,2025-10-16 19:31:00,40818,0
2025-10-16 09:02:00,2025-10-16 19:32:00,40828,0
2025-10-16 09:03:01,2025-10-16 19:33:01,40837,0
2025-10-16 09:04:00,2025-10-16 19:34:00,40847,0
2025-10-16 09:05:00,2025-10-16 19:35:00,40856,0
2025-10-16 09:06:00,2025-10-16 19:36:00,40866,0
2025-10-16 09:07:00,2025-10-16 19:37:00,40875,0
2025-10-16 09:08:00,2025-10-16 19:38:00,40885,0
2025-10-16 09:09:00,2025-10-16 19:39:00,40895,0
2025-10-16 09:10:00,2025-10-16 19:40:00,40906,0
2025-10-16 09:11:00,2025-10-16 19:41:00,40916,0
2025-10-16 09:12:00,2025-10-16 19:42:00,40927,0
2025-10-16 09:13:00,2025-10-16 19:43:00,40937,0
2025-10-16 09:14:00,2025-10-16 19:44:00,40947,0
2025-10-16 09:15:00,2025-10-16 19:45:00,40956,0
2025-10-16 09:16:00,2025-10-16 19:46:00,40964,0
2025-10-16 09:17:00,2025-10-16 19:47:00,40973,0
2025-10-16 09:18:00,2025-10-16 19:48:00,40982,0
2025-10-16 09:19:00,2025-10-16 19:49:00,40990,0
2025-10-16 09:20:00,2025-10-16 19:50:00,40999,0
2025-10-16 09:21:01,2025-10-16 19:51:01,41008,0
2025-10-16 09:22:00,2025-10-16 19:52:00,41016,0
2025-10-16 09:23:00,2025-10-16 19:53:00,41025,0
2025-10-16 09:24:00,2025-10-16 19:54:00,41034,0
2025-10-16 09:25:00,2025-10-16 19:55:00,41043,0
2025-10-16 09:26:00,2025-10-16 19:56:00,41051,0
2025-10-16 09:27:00,2025-10-16 19:57:00,41060,0
2025-10-16 09:28:00,2025-10-16 19:58:00,41069,0
2025-10-16 09:29:00,2025-10-16 19:59:00,41077,0
2025-10-16 09:30:00,2025-10-16 20:00:00,41086,0
2025-10-16 09:31:00,2025-10-16 20:01:00,41095,0
2025-10-16 09:32:00,2025-10-16 20:02:00,41103,0
2025-10-16 09:33:00,2025-10-16 20:03:00,41112,0
2025-10-16 09:34:00,2025-10-16 20:04:00,41121,0
2025-10-16 09:35:00,2025-10-16 20:05:00,41129,0
2025-10-16 09:36:00,2025-10-16 20:06:00,41138,0
2025-10-16 09:37:00,2025-10-16 20:07:00,41147,0
2025-10-16 09:38:00,2025-10-16 20:08:00,41156,0
2025-10-16 09:39:00,2025-10-16 20:09:00,41164,0
2025-10-16 09:40:00,2025-10-16 20:10:00,41173,0
2025-10-16 09:41:00,2025-10-16 20:11:00,41182,0
2025-10-16 09:42:00,2025-10-16 20:12:00,41190,0
2025-10-16 09:43:00,2025-10-16 20:13:00,41199,0
2025-10-16 09:44:00,2025-10-16 20:14:00,41208,0
2025-10-16 09:45:00,2025-10-16 20:15:00,41216,0
2025-10-16 09:46:00,2025-10-16 20:16:00,41225,0
2025-10-16 09:47:01,2025-10-16 20:17:01,41234,0
2025-10-16 09:48:00,2025-10-16 20:18:00,41242,0
2025-10-16 09:49:00,2025-10-16 20:19:00,41250,0
2025-10-16 09:50:00,2025-10-16 20:20:00,41259,0
2025-10-16 09:51:00,2025-10-16 20:21:00,41267,0
2025-10-16 09:52:00,2025-10-16 20:22:00,41276,0
2025-10-16 09:53:00,2025-10-16 20:23:00,41284,0
2025-10-16 09:54:00,2025-10-16 20:24:00,41293,0
2025-10-16 09:55:00,2025-10-16 20:25:00,41302,0
2025-10-16 09:56:00,2025-10-16 20:26:00,41310,0
2025-10-16 09:57:00,2025-10-16 20:27:00,41318,0
2025-10-16 09:58:00,2025-10-16 20:28:00,41326,0
2025-10-16 09:59:00,2025-10-16 20:29:00,41334,0
2025-10-16 10:00:00,2025-10-16 20:30:00,41341,0
2025-10-16 10:01:00,2025-10-16 20:31:00,41349,0
2025-10-16 10:02:00,2025-10-16 20:32:00,41356,0
2025-10-16 10:03:00,2025-10-16 20:33:00,41364,0
2025-10-16 10:04:00,2025-10-16 20:34:00,41372,0
2025-10-16 10:05:00,2025-10-16 20:35:00,41379,0
2025-10-16 10:06:00,2025-10-16 20:36:00,41387,0
2025-10-16 10:07:00,2025-10-16 20:37:00,41395,0
2025-10-16 10:08:00,2025-10-16 20:38:00,41402,0
2025-10-16 10:09:00,2025-10-16 20:39:00,41410,0
2025-10-16 10:10:00,2025-10-16 20:40:00,41418,0
2025-10-16 10:11:00,2025-10-16 20:41:00,41426,0
2025-10-16 10:12:00,2025-10-16 20:42:00,41434,0
2025-10-16 10:13:00,2025-10-16 20:43:00,41442,0
2025-10-16 10:14:00,2025-10-16 20:44:00,41451,0
2025-10-16 10:15:00,2025-10-16 20:45:00,41460,0
2025-10-16 10:16:00,2025-10-16 20:46:00,41468,0
2025-10-16 10:17:00,2025-10-16 20:47:00,41477,0
2025-10-16 10:18:00,2025-10-16 20:48:00,41485,0
2025-10-16 10:19:00,2025-10-16 20:49:00,41494,0
2025-10-16 10:20:00,2025-10-16 20:50:00,41503,0
2025-10-16 10:21:00,2025-10-16 20:51:00,41513,0
2025-10-16 10:22:00,2025-10-16 20:52:00,41526,0
2025-10-16 10:23:00,2025-10-16 20:53:00,41535,0
2025-10-16 10:24:00,2025-10-16 20:54:00,41544,0
2025-10-16 10:25:00,2025-10-16 20:55:00,41553,0
2025-10-16 10:26:00,2025-10-16 20:56:00,41562,0
2025-10-16 10:27:00,2025-10-16 20:57:00,41571,0
2025-10-16 10:28:00,2025-10-16 20:58:00,41579,0
2025-10-16 10:29:00,2025-10-16 20:59:00,41589,0
2025-10-16 10:30:00,2025-10-16 21:00:00,41600,0
2025-10-16 10:31:00,2025-10-16 21:01:00,41611,0
2025-10-16 10:32:00,2025-10-16 21:02:00,41622,0
2025-10-16 10:33:00,2025-10-16 21:03:00,41633,0
2025-10-16 10:34:00,2025-10-16 21:04:00,41644,0
2025-10-16 10:35:00,2025-10-16 21:05:00,41655,0
2025-10-16 10:36:00,2025-10-16 21:06:00,41667,0
2025-10-16 10:37:00,2025-10-16 21:07:00,41679,0
2025-10-16 10:38:00,2025-10-16 21:08:00,41691,0
2025-10-16 10:39:00,2025-10-16 21:09:00,41703,0
2025-10-16 10:40:00,2025-10-16 21:10:00,41715,0
2025-10-16 10:41:00,2025-10-16 21:11:00,41727,0
2025-10-16 10:42:00,2025-10-16 21:12:00,41739,0
2025-10-16 10:43:00,2025-10-16 21:13:00,41751,0
2025-10-16 10:44:00,2025-10-16 21:14:00,41763,0
2025-10-16 10:45:00,2025-10-16 21:15:00,41775,0
2025-10-16 10:46:00,2025-10-16 21:16:00,41788,0
2025-10-16 10:47:00,2025-10-16 21:17:00,41809,0
2025-10-16 10:48:00,2025-10-16 21:18:00,41858,0
2025-10-16 10:49:00,2025-10-16 21:19:00,41907,0
2025-10-16 10:50:00,2025-10-16 21:20:00,41956,0
2025-10-16 10:51:01,2025-10-16 21:21:01,42006,0
2025-10-16 10:52:00,2025-10-16 21:22:00,42053,0
2025-10-16 10:53:00,2025-10-16 21:23:00,42071,0
2025-10-16 10:54:00,2025-10-16 21:24:00,42083,0
2025-10-16 10:55:00,2025-10-16 21:25:00,42096,0
2025-10-16 10:56:00,2025-10-16 21:26:00,42108,0
2025-10-16 10:57:00,2025-10-16 21:27:00,42120,0
2025-10-16 10:58:00,2025-10-16 21:28:00,42133,0
2025-10-16 10:59:00,2025-10-16 21:29:00,42144,0
2025-10-16 11:00:00,2025-10-16 21:30:00,42156,0
2025-10-16 11:01:00,2025-10-16 21:31:00,42168,0
2025-10-16 11:02:00,2025-10-16 21:32:00,42179,0
2025-10-16 11:03:00,2025-10-16 21:33:00,42190,0
2025-10-16 11:04:00,2025-10-16 21:34:00,42213,0
2025-10-16 11:05:00,2025-10-16 21:35:00,42260,0
2025-10-16 11:06:00,2025-10-16 21:36:00,42308,0
2025-10-16 11:07:00,2025-10-16 21:37:00,42355,0
2025-10-16 11:08:00,2025-10-16 21:38:00,42402,0
2025-10-16 11:09:00,2025-10-16 21:39:00,42424,0
2025-10-16 11:10:01,2025-10-16 21:40:01,42436,0
2025-10-16 11:11:00,2025-10-16 21:41:00,42447,0
2025-10-16 11:12:00,2025-10-16 21:42:00,42457,0
2025-10-16 11:13:00,2025-10-16 21:43:00,42468,0
2025-10-16 11:14:00,2025-10-16 21:44:00,42479,0
2025-10-16 11:15:00,2025-10-16 21:45:00,42491,0
2025-10-16 11:16:00,2025-10-16 21:46:00,42502,0
2025-10-16 11:17:00,2025-10-16 21:47:00,42513,0
2025-10-16 11:18:00,2025-10-16 21:48:00,42524,0
2025-10-16 11:19:01,2025-10-16 21:49:01,42536,0
2025-10-16 11:20:00,2025-10-16 21:50:00,42547,0
2025-10-16 11:21:00,2025-10-16 21:51:00,42585,0
2025-10-16 11:22:00,2025-10-16 21:52:00,42632,0
2025-10-16 11:23:00,2025-10-16 21:53:00,42680,0
2025-10-16 11:24:00,2025-10-16 21:54:00,42693,0
2025-10-16 11:25:00,2025-10-16 21:55:00,42706,0
2025-10-16 11:26:00,2025-10-16 21:56:00,42719,0
2025-10-16 11:27:00,2025-10-16 21:57:00,42733,0
2025-10-16 11:28:00,2025-10-16 21:58:00,42746,0
2025-10-16 11:29:00,2025-10-16 21:59:00,42759,0
2025-10-16 11:30:00,2025-10-16 22:00:00,42773,0
2025-10-16 11:31:00,2025-10-16 22:01:00,42786,0
2025-10-16 11:32:00,2025-10-16 22:02:00,42800,0
2025-10-16 11:33:00,2025-10-16 22:03:00,42813,0
2025-10-16 11:34:00,2025-10-16 22:04:00,42826,0
2025-10-16 11:35:00,2025-10-16 22:05:00,42840,0
2025-10-16 11:36:00,2025-10-16 22:06:00,42853,0
2025-10-16 11:37:00,2025-10-16 22:07:00,42867,0
2025-10-16 11:38:00,2025-10-16 22:08:00,42879,0
2025-10-16 11:39:00,2025-10-16 22:09:00,42893,0
2025-10-16 11:40:00,2025-10-16 22:10:00,42906,0
2025-10-16 11:41:00,2025-10-16 22:11:00,42920,0
2025-10-16 11:42:00,2025-10-16 22:12:00,42933,0
2025-10-16 11:43:00,2025-10-16 22:13:00,42947,0
2025-10-16 11:44:00,2025-10-16 22:14:00,42960,0
2025-10-16 11:45:01,2025-10-16 22:15:01,42974,0
2025-10-16 11:46:00,2025-10-16 22:16:00,42987,0
2025-10-16 11:47:00,2025-10-16 22:17:00,43001,0
2025-10-16 11:48:00,2025-10-16 22:18:00,43014,0
2025-10-16 11:49:00,2025-10-16 22:19:00,43027,0
2025-10-16 11:50:00,2025-10-16 22:20:00,43040,0
2025-10-16 11:51:00,2025-10-16 22:21:00,43053,0
2025-10-16 11:52:00,2025-10-16 22:22:00,43066,0
2025-10-16 11:53:00,2025-10-16 22:23:00,43079,0
2025-10-16 11:54:00,2025-10-16 22:24:00,43092,0
2025-10-16 11:55:00,2025-10-16 22:25:00,43104,0
2025-10-16 11:56:00,2025-10-16 22:26:00,43117,0
2025-10-16 11:57:00,2025-10-16 22:27:00,43129,0
2025-10-16 11:58:00,2025-10-16 22:28:00,43141,0
2025-10-16 11:59:00,2025-10-16 22:29:00,43153,0
2025-10-16 12:00:00,2025-10-16 22:30:00,43166,0
2025-10-16 12:01:00,2025-10-16 22:31:00,43178,0
2025-10-16 12:02:00,2025-10-16 22:32:00,43190,0
2025-10-16 12:03:00,2025-10-16 22:33:00,43202,0
2025-10-16 12:04:00,2025-10-16 22:34:00,43212,0
2025-10-16 12:05:00,2025-10-16 22:35:00,43222,0
2025-10-16 12:06:00,2025-10-16 22:36:00,43233,0
2025-10-16 12:07:00,2025-10-16 22:37:00,43243,0
2025-10-16 12:08:00,2025-10-16 22:38:00,43255,0
2025-10-16 12:09:00,2025-10-16 22:39:00,43277,0
2025-10-16 12:10:00,2025-10-16 22:40:00,43300,0
2025-10-16 12:11:00,2025-10-16 22:41:00,43322,0
2025-10-16 12:12:00,2025-10-16 22:42:00,43344,0
2025-10-16 12:13:01,2025-10-16 22:43:01,43365,0
2025-10-16 12:14:00,2025-10-16 22:44:00,43385,0
2025-10-16 12:15:00,2025-10-16 22:45:00,43404,0
2025-10-16 12:16:00,2025-10-16 22:46:00,43414,0
2025-10-16 12:17:00,2025-10-16 22:47:00,43423,0
2025-10-16 12:18:00,2025-10-16 22:48:00,43432,0
2025-10-16 12:19:00,2025-10-16 22:49:00,43441,0
2025-10-16 12:20:00,2025-10-16 22:50:00,43450,0
2025-10-16 12:21:00,2025-10-16 22:51:00,43460,0
2025-10-16 12:22:00,2025-10-16 22:52:00,43470,0
2025-10-16 12:23:00,2025-10-16 22:53:00,43482,0
2025-10-16 12:24:00,2025-10-16 22:54:00,43491,0
2025-10-16 12:25:00,2025-10-16 22:55:00,43501,0
2025-10-16 12:26:00,2025-10-16 22:56:00,43510,0
2025-10-16 12:27:00,2025-10-16 22:57:00,43520,0
2025-10-16 12:28:00,2025-10-16 22:58:00,43530,0
2025-10-16 12:29:00,2025-10-16 22:59:00,43539,0
2025-10-16 12:30:00,2025-10-16 23:00:00,43559,0
2025-10-16 12:31:00,2025-10-16 23:01:00,43606,0
2025-10-16 12:32:00,2025-10-16 23:02:00,43653,0
2025-10-16 12:33:00,2025-10-16 23:03:00,43699,0
2025-10-16 12:34:00,2025-10-16 23:04:00,43745,0
2025-10-16 12:35:00,2025-10-16 23:05:00,43790,0
2025-10-16 12:36:00,2025-10-16 23:06:00,43836,0
2025-10-16 12:37:00,2025-10-16 23:07:00,43881,0
2025-10-16 12:38:00,2025-10-16 23:08:00,43926,0
2025-10-16 12:39:00,2025-10-16 23:09:00,43971,0
2025-10-16 12:40:00,2025-10-16 23:10:00,44016,0
2025-10-16 12:41:00,2025-10-16 23:11:00,44061,0
2025-10-16 12:42:00,2025-10-16 23:12:00,44107,0
2025-10-16 12:43:00,2025-10-16 23:13:00,44151,0
2025-10-16 12:44:01,2025-10-16 23:14:01,44191,0
2025-10-16 12:45:00,2025-10-16 23:15:00,44197,0
2025-10-16 12:46:00,2025-10-16 23:16:00,44205,0
2025-10-16 12:47:00,2025-10-16 23:17:00,44215,0
2025-10-16 12:48:00,2025-10-16 23:18:00,44228,0
2025-10-16 12:49:00,2025-10-16 23:19:00,44238,0
2025-10-16 12:50:00,2025-10-16 23:20:00,44245,0
2025-10-16 12:51:00,2025-10-16 23:21:00,44253,0
2025-10-16 12:52:00,2025-10-16 23:22:00,44260,0
2025-10-16 12:53:00,2025-10-16 23:23:00,44268,0
2025-10-16 12:54:00,2025-10-16 23:24:00,44275,0
2025-10-16 12:55:00,2025-10-16 23:25:00,44283,0
2025-10-16 12:56:00,2025-10-16 23:26:00,44290,0
2025-10-16 12:57:00,2025-10-16 23:27:00,44297,0
2025-10-16 12:58:00,2025-10-16 23:28:00,44304,0
2025-10-16 12:59:00,2025-10-16 23:29:00,44312,0
2025-10-16 13:00:00,2025-10-16 23:30:00,44319,0
2025-10-16 13:01:00,2025-10-16 23:31:00,44326,0
2025-10-16 13:02:00,2025-10-16 23:32:00,44332,0
2025-10-16 13:03:01,2025-10-16 23:33:01,44337,0
2025-10-16 13:04:00,2025-10-16 23:34:00,44342,0
2025-10-16 13:05:00,2025-10-16 23:35:00,44347,0
2025-10-16 13:06:00,2025-10-16 23:36:00,44351,0
2025-10-16 13:07:00,2025-10-16 23:37:00,44356,0
2025-10-16 13:08:00,2025-10-16 23:38:00,44361,0
2025-10-16 13:09:00,2025-10-16 23:39:00,44366,0
2025-10-16 13:10:00,2025-10-16 23:40:00,44370,0
2025-10-16 13:11:00,2025-10-16 23:41:00,44375,0
2025-10-16 13:12:00,2025-10-16 23:42:00,44380,0
2025-10-16 13:13:00,2025-10-16 23:43:00,44385,0
2025-10-16 13:14:00,2025-10-16 23:44:00,44390,0
2025-10-16 13:15:00,2025-10-16 23:45:00,44394,0
2025-10-16 13:16:00,2025-10-16 23:46:00,44399,0
2025-10-16 13:17:00,2025-10-16 23:47:00,44404,0
2025-10-16 13:18:00,2025-10-16 23:48:00,44409,0
2025-10-16 13:19:00,2025-10-16 23:49:00,44413,0
2025-10-16 13:20:00,2025-10-16 23:50:00,44420,0
2025-10-16 13:21:00,2025-10-16 23:51:00,44427,0
2025-10-16 13:22:00,2025-10-16 23:52:00,44435,0
2025-10-16 13:23:00,2025-10-16 23:53:00,44442,0
2025-10-16 13:24:00,2025-10-16 23:54:00,44449,0
2025-10-16 13:25:00,2025-10-16 23:55:00,44456,0
2025-10-16 13:26:00,2025-10-16 23:56:00,44463,0
2025-10-16 13:27:01,2025-10-16 23:57:01,44470,0
2025-10-16 13:28:00,2025-10-16 23:58:00,44477,0
2025-10-16 13:29:00,2025-10-16 23:59:00,44484,0
2025-10-16 13:30:00,2025-10-17 00:00:00,44491,0
2025-10-16 13:31:00,2025-10-17 00:01:00,44498,0
2025-10-16 13:32:00,2025-10-17 00:02:00,44505,0
2025-10-16 13:33:00,2025-10-17 00:03:00,44512,0
2025-10-16 13:34:00,2025-10-17 00:04:00,44519,0
2025-10-16 13:35:00,2025-10-17 00:05:00,44526,0
2025-10-16 13:36:00,2025-10-17 00:06:00,44533,0
2025-10-16 13:37:00,2025-10-17 00:07:00,44540,0
2025-10-16 13:38:00,2025-10-17 00:08:00,44547,0
2025-10-16 13:39:00,2025-10-17 00:09:00,44554,0
2025-10-16 13:40:00,2025-10-17 00:10:00,44561,0
2025-10-16 13:41:00,2025-10-17 00:11:00,44568,0
2025-10-16 13:42:00,2025-10-17 00:12:00,44574,0
2025-10-16 13:43:00,2025-10-17 00:13:00,44581,0
2025-10-16 13:44:00,2025-10-17 00:14:00,44588,0
2025-10-16 13:45:00,2025-10-17 00:15:00,44595,0
2025-10-16 13:46:00,2025-10-17 00:16:00,44602,0
2025-10-16 13:47:00,2025-10-17 00:17:00,44609,0
2025-10-16 13:48:00,2025-10-17 00:18:00,44615,0
2025-10-16 13:49:00,2025-10-17 00:19:00,44622,0
2025-10-16 13:50:00,2025-10-17 00:20:00,44628,0
2025-10-16 13:51:00,2025-10-17 00:21:00,44634,0
2025-10-16 13:52:01,2025-10-17 00:22:01,44640,0
2025-10-16 13:53:00,2025-10-17 00:23:00,44647,0
2025-10-16 13:54:00,2025-10-17 00:24:00,44653,0
2025-10-16 13:55:00,2025-10-17 00:25:00,44659,0
2025-10-16 13:56:00,2025-10-17 00:26:00,44665,0
2025-10-16 13:57:00,2025-10-17 00:27:00,44671,0
2025-10-16 13:58:00,2025-10-17 00:28:00,44677,0
2025-10-16 13:59:00,2025-10-17 00:29:00,44684,0
2025-10-16 14:00:00,2025-10-17 00:30:00,44690,0
2025-10-16 14:01:01,2025-10-17 00:31:01,44698,0
2025-10-16 14:02:00,2025-10-17 00:32:00,44706,0
2025-10-16 14:03:00,2025-10-17 00:33:00,44715,0
2025-10-16 14:04:00,2025-10-17 00:34:00,44723,0
2025-10-16 14:05:01,2025-10-17 00:35:01,44732,0
2025-10-16 14:06:00,2025-10-17 00:36:00,44740,0
2025-10-16 14:07:00,2025-10-17 00:37:00,44749,0
2025-10-16 14:08:00,2025-10-17 00:38:00,44757,0
2025-10-16 14:09:00,2025-10-17 00:39:00,44766,0
2025-10-16 14:10:00,2025-10-17 00:40:00,44774,0
2025-10-16 14:11:00,2025-10-17 00:41:00,44783,0
2025-10-16 14:12:00,2025-10-17 00:42:00,44791,0
2025-10-16 14:13:00,2025-10-17 00:43:00,44800,0
2025-10-16 14:14:00,2025-10-17 00:44:00,44809,0
2025-10-16 14:15:00,2025-10-17 00:45:00,44817,0
2025-10-16 14:16:00,2025-10-17 00:46:00,44826,0
2025-10-16 14:17:03,2025-10-17 00:47:03,44835,0
2025-10-16 14:18:00,2025-10-17 00:48:00,44843,0
2025-10-16 14:19:00,2025-10-17 00:49:00,44851,0
2025-10-16 14:20:00,2025-10-17 00:50:00,44860,0
2025-10-16 14:21:00,2025-10-17 00:51:00,44868,0
2025-10-16 14:22:00,2025-10-17 00:52:00,44879,0
2025-10-16 14:23:01,2025-10-17 00:53:01,44889,0
2025-10-16 14:24:00,2025-10-17 00:54:00,44897,0
2025-10-16 14:25:00,2025-10-17 00:55:00,44905,0
2025-10-16 14:26:00,2025-10-17 00:56:00,44913,0
2025-10-16 14:27:00,2025-10-17 00:57:00,44921,0
2025-10-16 14:28:00,2025-10-17 00:58:00,44929,0
2025-10-16 14:29:00,2025-10-17 00:59:00,44938,0
2025-10-16 14:30:00,2025-10-17 01:00:00,44946,0
2025-10-16 14:31:00,2025-10-17 01:01:00,44954,0
2025-10-16 14:32:00,2025-10-17 01:02:00,44962,0
2025-10-16 14:33:00,2025-10-17 01:03:00,44970,0
2025-10-16 14:34:00,2025-10-17 01:04:00,44978,0
2025-10-16 14:35:00,2025-10-17 01:05:00,44986,0
2025-10-16 14:36:00,2025-10-17 01:06:00,44994,0
2025-10-16 14:37:00,2025-10-17 01:07:00,45025,0
2025-10-16 14:38:00,2025-10-17 01:08:00,45060,0
2025-10-16 14:39:00,2025-10-17 01:09:00,45085,0
2025-10-16 14:40:01,2025-10-17 01:10:01,45091,0
2025-10-16 14:41:00,2025-10-17 01:11:00,45097,0
2025-10-16 14:42:00,2025-10-17 01:12:00,45104,0
2025-10-16 14:43:00,2025-10-17 01:13:00,45110,0
2025-10-16 14:44:00,2025-10-17 01:14:00,45116,0
2025-10-16 14:45:00,2025-10-17 01:15:00,45122,0
2025-10-16 14:46:00,2025-10-17 01:16:00,45128,0
2025-10-16 14:47:00,2025-10-17 01:17:00,45134,0
2025-10-16 14:48:01,2025-10-17 01:18:01,45140,0
2025-10-16 14:49:00,2025-10-17 01:19:00,45146,0
2025-10-16 14:50:00,2025-10-17 01:20:00,45151,0
2025-10-16 14:51:00,2025-10-17 01:21:00,45157,0
2025-10-16 14:52:00,2025-10-17 01:22:00,45163,0
2025-10-16 14:53:00,2025-10-17 01:23:00,45168,0
2025-10-16 14:54:00,2025-10-17 01:24:00,45174,0
2025-10-16 14:55:00,2025-10-17 01:25:00,45179,0
2025-10-16 14:56:00,2025-10-17 01:26:00,45185,0
2025-10-16 14:57:00,2025-10-17 01:27:00,45190,0
2025-10-16 14:58:00,2025-10-17 01:28:00,45195,0
2025-10-16 14:59:00,2025-10-17 01:29:00,45199,0
2025-10-16 15:00:00,2025-10-17 01:30:00,45204,0
2025-10-16 15:01:01,2025-10-17 01:31:01,45209,0
2025-10-16 15:02:00,2025-10-17 01:32:00,45214,0
2025-10-16 15:03:00,2025-10-17 01:33:00,45218,0
2025-10-16 15:04:01,2025-10-17 01:34:01,45223,0
2025-10-16 15:05:00,2025-10-17 01:35:00,45228,0
2025-10-16 15:06:00,2025-10-17 01:36:00,45232,0
2025-10-16 15:07:00,2025-10-17 01:37:00,45237,0
2025-10-16 15:08:00,2025-10-17 01:38:00,45242,0
2025-10-16 15:09:00,2025-10-17 01:39:00,45247,0
2025-10-16 15:10:00,2025-10-17 01:40:00,45252,0
2025-10-16 15:11:00,2025-10-17 01:41:00,45257,0
2025-10-16 15:12:00,2025-10-17 01:42:00,45262,0
2025-10-16 15:13:00,2025-10-17 01:43:00,45268,0
2025-10-16 15:14:00,2025-10-17 01:44:00,45273,0
2025-10-16 15:15:00,2025-10-17 01:45:00,45279,0
2025-10-16 15:16:00,2025-10-17 01:46:00,45285,0
2025-10-16 15:17:00,2025-10-17 01:47:00,45291,0
2025-10-16 15:18:00,2025-10-17 01:48:00,45296,0
2025-10-16 15:19:01,2025-10-17 01:49:01,45302,0
2025-10-16 15:20:00,2025-10-17 01:50:00,45308,0
2025-10-16 15:21:00,2025-10-17 01:51:00,45314,0
2025-10-16 15:22:00,2025-10-17 01:52:00,45319,0
2025-10-16 15:23:00,2025-10-17 01:53:00,45325,0
2025-10-16 15:24:00,2025-10-17 01:54:00,45331,0
2025-10-16 15:25:00,2025-10-17 01:55:00,45336,0
2025-10-16 15:26:00,2025-10-17 01:56:00,45342,0
2025-10-16 15:27:00,2025-10-17 01:57:00,45347,0
2025-10-16 15:28:00,2025-10-17 01:58:00,45353,0
2025-10-16 15:29:00,2025-10-17 01:59:00,45359,0
2025-10-16 15:30:00,2025-10-17 02:00:00,45364,0
2025-10-16 15:31:00,2025-10-17 02:01:00,45370,0
2025-10-16 15:32:00,2025-10-17 02:02:00,45376,0
2025-10-16 15:33:00,2025-10-17 02:03:00,45382,0
2025-10-16 15:34:00,2025-10-17 02:04:00,45387,0
2025-10-16 15:35:00,2025-10-17 02:05:00,45393,0
2025-10-16 15:36:00,2025-10-17 02:06:00,45398,0
2025-10-16 15:37:00,2025-10-17 02:07:00,45404,0
2025-10-16 15:38:00,2025-10-17 02:08:00,45409,0
2025-10-16 15:39:00,2025-10-17 02:09:00,45415,0
2025-10-16 15:40:00,2025-10-17 02:10:00,45420,0
2025-10-16 15:41:00,2025-10-17 02:11:00,45425,0
2025-10-16 15:42:00,2025-10-17 02:12:00,45431,0
2025-10-16 15:43:01,2025-10-17 02:13:01,45436,0
2025-10-16 15:44:00,2025-10-17 02:14:00,45441,0
2025-10-16 15:45:00,2025-10-17 02:15:00,45447,0
2025-10-16 15:46:00,2025-10-17 02:16:00,45452,0
2025-10-16 15:47:00,2025-10-17 02:17:00,45457,0
2025-10-16 15:48:00,2025-10-17 02:18:00,45462,0
2025-10-16 15:49:00,2025-10-17 02:19:00,45468,0
2025-10-16 15:50:00,2025-10-17 02:20:00,45473,0
2025-10-16 15:51:00,2025-10-17 02:21:00,45480,0
2025-10-16 15:52:00,2025-10-17 02:22:00,45488,0
2025-10-16 15:53:00,2025-10-17 02:23:00,45495,0
2025-10-16 15:54:00,2025-10-17 02:24:00,45503,0
2025-10-16 15:55:00,2025-10-17 02:25:00,45511,0
2025-10-16 15:56:00,2025-10-17 02:26:00,45518,0
2025-10-16 15:57:00,2025-10-17 02:27:00,45526,0
2025-10-16 15:58:00,2025-10-17 02:28:00,45533,0
2025-10-16 15:59:00,2025-10-17 02:29:00,45539,0
2025-10-16 16:00:00,2025-10-17 02:30:00,45546,0
2025-10-16 16:01:00,2025-10-17 02:31:00,45553,0
2025-10-16 16:02:00,2025-10-17 02:32:00,45560,0
2025-10-16 16:03:00,2025-10-17 02:33:00,45567,0
2025-10-16 16:04:00,2025-10-17 02:34:00,45574,0
2025-10-16 16:05:00,2025-10-17 02:35:00,45581,0
2025-10-16 16:06:00,2025-10-17 02:36:00,45588,0
2025-10-16 16:07:01,2025-10-17 02:37:01,45595,0
2025-10-16 16:08:00,2025-10-17 02:38:00,45602,0
2025-10-16 16:09:00,2025-10-17 02:39:00,45610,0
2025-10-16 16:10:00,2025-10-17 02:40:00,45617,0
2025-10-16 16:11:00,2025-10-17 02:41:00,45624,0
2025-10-16 16:12:00,2025-10-17 02:42:00,45631,0
2025-10-16 16:13:00,2025-10-17 02:43:00,45639,0
2025-10-16 16:14:00,2025-10-17 02:44:00,45647,0
2025-10-16 16:15:00,2025-10-17 02:45:00,45654,0
2025-10-16 16:16:00,2025-10-17 02:46:00,45662,0
