200,6408225374,E1,E1,E1,,1358672,KWH,30,
300,20220812,0.113,0.125,0.113,0.125,0.125,0.138,0.113,0.125,0.125,0.125,0.113,0.113,0.500,0.100,0.150,0.238,0.150,0.113,0.163,0.113,0.088,0.113,0.075,0.088,0.100,0.088,0.075,0.100,0.088,0.088,0.075,0.088,0.100,0.088,0.100,0.113,0.113,0.113,0.100,0.113,0.113,0.350,0.438,0.450,0.438,0.425,0.388,0.400,A,,,20220813014826,
300,20220813,0.350,0.138,0.138,0.125,0.125,0.125,0.138,0.125,0.125,0.125,0.125,0.113,0.488,0.113,0.138,0.238,0.175,0.113,0.125,0.100,0.100,0.088,0.100,0.088,0.100,0.188,0.238,0.213,0.175,0.175,0.175,0.175,0.163,0.125,0.138,0.300,0.225,0.450,0.425,0.438,0.463,0.413,0.425,0.463,0.425,0.413,0.625,0.738,A,,,20220814012852,
300,20220814,0.513,0.388,0.300,0.125,0.125,0.138,0.138,0.138,0.125,0.138,0.138,0.138,0.488,0.113,0.350,0.638,0.988,0.613,0.563,0.475,0.388,0.188,0.175,0.175,0.175,0.163,0.163,0.163,0.150,0.163,0.163,0.163,0.163,0.163,0.263,0.275,0.275,0.275,0.275,0.288,0.275,0.263,0.275,0.325,0.338,0.288,0.288,0.275,A,,,20220815012751,
300,20220815,0.288,0.275,0.300,0.300,0.288,0.288,0.288,0.300,0.288,0.288,0.300,0.275,0.663,0.263,0.325,0.400,0.300,0.250,0.250,0.263,0.250,0.250,0.250,0.250,0.263,0.250,0.250,0.250,0.263,0.250,0.250,0.263,0.250,0.263,0.250,0.275,0.275,0.275,0.263,0.275,0.275,0.275,0.263,0.275,0.275,0.275,0.263,0.275,A,,,20220816015204,
300,20220816,0.275,0.288,0.288,0.288,0.300,0.288,0.288,0.288,0.300,0.288,0.288,0.275,0.663,0.275,0.300,0.400,0.300,0.263,0.238,0.250,0.263,0.250,0.250,0.250,0.263,0.250,0.250,0.250,0.263,0.250,0.250,0.250,0.263,0.250,0.250,0.275,0.275,0.275,0.263,0.275,0.275,0.288,0.275,0.263,0.275,0.275,0.275,0.275,V,,,20220817010357,
400,1,25,A,,
400,26,26,A,79,
400,27,48,A,,
300,20220817,0.275,0.275,0.300,0.288,0.288,0.288,0.300,0.275,0.300,0.288,0.300,0.275,0.650,0.275,0.313,0.388,0.313,0.250,0.250,0.250,0.250,0.250,0.263,0.238,0.263,0.250,0.263,0.238,0.275,0.338,0.275,0.263,0.263,0.250,0.250,0.275,0.275,0.263,0.275,0.275,0.275,0.263,0.275,0.275,0.275,0.275,0.263,0.275,A,,,20220818014439,
300,20220818,0.275,0.275,0.288,0.300,0.288,0.288,0.288,0.300,0.288,0.288,0.288,0.288,0.650,0.275,0.313,0.400,0.313,0.250,0.250,0.250,0.250,0.263,0.238,0.263,0.250,0.263,0.238,0.263,0.250,0.263,0.250,0.250,0.263,0.250,0.263,0.275,0.288,0.275,0.263,0.275,0.275,0.275,0.263,0.275,0.275,0.288,0.263,0.275,A,,,20220819012539,
300,20220819,0.275,0.288,0.288,0.288,0.300,0.300,0.288,0.288,0.300,0.288,0.300,0.275,0.663,0.275,0.313,0.388,0.313,0.263,0.250,0.250,0.250,0.263,0.250,0.250,0.263,0.150,0.113,0.113,0.125,0.125,0.113,0.163,0.263,0.250,0.263,0.263,0.275,0.275,0.275,0.275,0.288,0.338,0.450,0.213,0.100,0.150,0.138,0.100,A,,,20220820014321,
300,20220820,0.113,0.113,0.113,0.100,0.113,0.113,0.113,0.100,0.100,0.113,0.113,0.088,0.625,0.338,0.388,0.413,0.225,0.138,0.088,0.150,0.150,0.100,0.088,0.088,0.100,0.088,0.100,0.113,0.213,0.163,0.188,0.188,0.213,0.125,0.225,0.313,0.438,0.600,0.450,0.250,0.213,0.200,0.188,0.188,0.138,0.100,0.100,0.100,A,,,20220821011427,
